session_id,date,device,step,ts_offset_s
129,2024-05-17,web,cart,60
130,2024-08-17,ios,view,0
131,2024-04-19,web,view,0
132,2024-07-18,web,view,0
133,2024-08-10,web,view,0
133,2024-08-10,web,cart,57
134,2024-05-23,ios,view,0
134,2024-05-23,ios,cart,10
134,2024-05-23,ios,checkout,126
135,2024-08-06,web,view,0
135,2024-08-06,web,cart,42
135,2024-08-06,web,checkout,160
136,2024-02-12,ios,view,0
136,2024-02-12,ios,cart,65
137,2024-03-31,web,view,0
138,2024-01-29,ios,view,0
139,2024-01-25,ios,view,0
140,2024-06-06,android,view,0
140,2024-06-06,android,cart,20
140,2024-06-06,android,checkout,104
141,2024-01-28,web,view,0
141,2024-01-28,web,cart,90
142,2024-02-17,web,view,0
143,2024-07-08,android,view,0
144,2024-03-10,android,view,0
144,2024-03-10,android,cart,20
145,2024-04-19,web,view,0
146,2024-08-20,android,view,0
146,2024-08-20,android,cart,31
146,2024-08-20,android,checkout,68
147,2024-03-01,ios,view,0
147,2024-03-01,ios,cart,87
148,2024-03-06,ios,view,0
148,2024-03-06,ios,cart,15
149,2024-05-20,web,view,0
149,2024-05-20,web,cart,23
150,2024-02-17,android,view,0
151,2024-06-22,android,view,0
152,2024-03-25,android,view,0
153,2024-06-13,web,view,0
153,2024-06-13,web,cart,13
154,2024-06-03,android,view,0
155,2024-06-04,android,view,0
155,2024-06-04,android,cart,15
156,2024-07-30,android,view,0
157,2024-03-08,android,view,0
158,2024-04-20,web,view,0
159,2024-02-24,web,view,0
160,2024-01-13,android,view,0
161,2024-04-28,android,view,0
161,2024-04-28,android,cart,18
162,2024-06-11,ios,view,0
162,2024-06-11,ios,cart,78
163,2024-03-02,ios,view,0
164,2024-01-25,ios,view,0
165,2024-08-13,android,view,0
166,2024-04-24,android,view,0
167,2024-04-03,web,view,0
167,2024-04-03,web,cart,13
168,2024-08-27,web,view,0
169,2024-02-01,android,view,0
170,2024-05-16,web,view,0
171,2024-01-24,android,view,0
171,2024-01-24,android,cart,49
172,2024-02-20,web,view,0
173,2024-04-24,web,view,0
174,2024-01-09,web,view,0
175,2024-04-15,web,view,0
176,2024-05-08,ios,view,0
177,2024-07-29,ios,view,0
177,2024-07-29,ios,cart,78
178,2024-05-17,ios,view,0
179,2024-07-25,web,view,0
180,2024-03-07,web,view,0
180,2024-03-07,web,cart,41
181,2024-06-08,android,view,0
182,2024-07-20,android,view,0
183,2024-06-15,web,view,0
183,2024-06-15,web,cart,27
184,2024-05-10,web,view,0
184,2024-05-10,web,cart,58
185,2024-02-03,android,view,0
186,2024-05-24,web,view,0
187,2024-05-31,ios,view,0
188,2024-03-04,android,view,0
189,2024-04-26,android,view,0
189,2024-04-26,android,cart,74
190,2024-06-25,web,view,0
191,2024-06-26,android,view,0
192,2024-05-26,ios,view,0
192,2024-05-26,ios,cart,33
193,2024-08-26,android,view,0
194,2024-08-11,ios,view,0
194,2024-08-11,ios,cart,53
194,2024-08-11,ios,checkout,166
195,2024-05-16,web,view,0
196,2024-06-09,web,view,0
197,2024-06-23,ios,view,0
198,2024-07-31,web,view,0
199,2024-07-22,ios,view,0
199,2024-07-22,ios,cart,10
199,2024-07-22,ios,checkout,150
200,2024-03-05,android,view,0
201,2024-01-04,web,view,0
201,2024-01-04,web,cart,88
202,2024-05-24,ios,view,0
202,2024-05-24,ios,cart,89
202,2024-05-24,ios,checkout,74
203,2024-03-05,android,view,0
204,2024-03-19,ios,view,0
204,2024-03-19,ios,cart,22
205,2024-01-23,web,view,0
205,2024-01-23,web,cart,26
206,2024-03-29,web,view,0
206,2024-03-29,web,cart,71
207,2024-06-22,web,view,0
208,2024-04-18,web,view,0
208,2024-04-18,web,cart,33
209,2024-05-01,android,view,0
209,2024-05-01,android,cart,76
210,2024-08-01,web,view,0
210,2024-08-01,web,cart,55
211,2024-03-10,android,view,0
212,2024-01-25,web,view,0
212,2024-01-25,web,cart,63
213,2024-01-17,web,view,0
213,2024-01-17,web,cart,31
214,2024-07-24,android,view,0
215,2024-08-25,web,view,0
216,2024-02-05,android,view,0
217,2024-01-25,ios,view,0
218,2024-02-19,android,view,0
218,2024-02-19,android,cart,69
218,2024-02-19,android,checkout,146
219,2024-07-23,android,view,0
220,2024-07-02,ios,view,0
221,2024-08-22,web,view,0
222,2024-06-11,android,view,0
223,2024-05-05,web,view,0
223,2024-05-05,web,cart,80
224,2024-01-31,web,view,0
225,2024-05-22,ios,view,0
226,2024-04-28,web,view,0
226,2024-04-28,web,cart,62
227,2024-06-10,web,view,0
228,2024-05-30,web,view,0
229,2024-06-23,ios,view,0
230,2024-06-27,android,view,0
230,2024-06-27,android,cart,47
230,2024-06-27,android,checkout,58
231,2024-05-04,android,view,0
232,2024-06-18,ios,view,0
233,2024-05-29,ios,view,0
234,2024-06-21,android,view,0
234,2024-06-21,android,cart,88
235,2024-03-29,android,view,0
236,2024-07-15,android,view,0
236,2024-07-15,android,cart,36
237,2024-05-01,web,view,0
237,2024-05-01,web,cart,65
237,2024-05-01,web,checkout,134
238,2024-04-08,ios,view,0
239,2024-03-25,ios,view,0
240,2024-08-21,android,view,0
241,2024-02-03,ios,view,0
241,2024-02-03,ios,cart,83
242,2024-03-26,web,view,0
243,2024-07-19,android,view,0
243,2024-07-19,android,cart,16
244,2024-07-19,ios,view,0
245,2024-08-02,android,view,0
246,2024-06-15,android,view,0
247,2024-02-22,ios,view,0
248,2024-02-15,ios,view,0
248,2024-02-15,ios,cart,37
249,2024-04-20,ios,view,0
250,2024-05-09,android,view,0
251,2024-03-30,web,view,0
251,2024-03-30,web,cart,82
252,2024-07-04,ios,view,0
252,2024-07-04,ios,cart,32
252,2024-07-04,ios,checkout,160
252,2024-07-04,ios,payment,258
253,2024-05-25,ios,view,0
253,2024-05-25,ios,cart,74
254,2024-02-09,web,view,0
255,2024-03-02,ios,view,0
255,2024-03-02,ios,cart,30
256,2024-08-21,android,view,0
257,2024-01-14,web,view,0
257,2024-01-14,web,cart,32
257,2024-01-14,web,checkout,26
258,2024-07-22,android,view,0
259,2024-05-15,web,view,0
259,2024-05-15,web,cart,60
260,2024-04-17,ios,view,0
260,2024-04-17,ios,cart,21
261,2024-05-31,web,view,0
261,2024-05-31,web,cart,14
262,2024-02-14,web,view,0
262,2024-02-14,web,cart,28
263,2024-06-25,ios,view,0
263,2024-06-25,ios,cart,64
264,2024-07-23,ios,view,0
265,2024-06-02,web,view,0
266,2024-07-12,ios,view,0
266,2024-07-12,ios,cart,56
267,2024-05-08,web,view,0
268,2024-08-13,ios,view,0
268,2024-08-13,ios,cart,40
269,2024-05-19,ios,view,0
270,2024-01-20,web,view,0
270,2024-01-20,web,cart,39
271,2024-02-18,android,view,0
271,2024-02-18,android,cart,31
272,2024-05-19,android,view,0
273,2024-03-21,ios,view,0
273,2024-03-21,ios,cart,56
273,2024-03-21,ios,checkout,104
274,2024-05-17,android,view,0
275,2024-05-28,web,view,0
276,2024-04-04,android,view,0
276,2024-04-04,android,cart,82
277,2024-03-19,android,view,0
277,2024-03-19,android,cart,19
277,2024-03-19,android,checkout,98
278,2024-04-27,ios,view,0
279,2024-02-23,android,view,0
279,2024-02-23,android,cart,71
280,2024-07-08,web,view,0
281,2024-02-25,ios,view,0
282,2024-04-06,web,view,0
282,2024-04-06,web,cart,80
283,2024-07-23,android,view,0
283,2024-07-23,android,cart,75
283,2024-07-23,android,checkout,106
284,2024-01-28,android,view,0
285,2024-03-29,android,view,0
286,2024-06-26,web,view,0
286,2024-06-26,web,cart,79
287,2024-05-11,web,view,0
288,2024-02-28,android,view,0
288,2024-02-28,android,cart,90
289,2024-03-24,ios,view,0
290,2024-02-15,web,view,0
291,2024-08-10,ios,view,0
292,2024-01-26,android,view,0
292,2024-01-26,android,cart,47
292,2024-01-26,android,checkout,76
292,2024-01-26,android,payment,168
293,2024-07-05,web,view,0
293,2024-07-05,web,cart,36
294,2024-03-31,ios,view,0
294,2024-03-31,ios,cart,52
295,2024-06-26,ios,view,0
295,2024-06-26,ios,cart,21
296,2024-04-11,android,view,0
297,2024-01-30,android,view,0
297,2024-01-30,android,cart,73
298,2024-06-02,android,view,0
299,2024-04-04,web,view,0
299,2024-04-04,web,cart,32
299,2024-04-04,web,checkout,148
300,2024-02-17,android,view,0
301,2024-08-16,web,view,0
302,2024-05-02,android,view,0
303,2024-08-21,ios,view,0
304,2024-07-26,ios,view,0
305,2024-07-03,ios,view,0
306,2024-06-26,ios,view,0
306,2024-06-26,ios,cart,28
307,2024-06-12,ios,view,0
308,2024-07-15,android,view,0
309,2024-03-17,ios,view,0
310,2024-01-04,ios,view,0
310,2024-01-04,ios,cart,90
310,2024-01-04,ios,checkout,114
311,2024-04-15,android,view,0
311,2024-04-15,android,cart,51
312,2024-08-05,web,view,0
313,2024-04-12,ios,view,0
314,2024-05-28,ios,view,0
314,2024-05-28,ios,cart,31
315,2024-08-21,ios,view,0
315,2024-08-21,ios,cart,79
316,2024-08-20,web,view,0
317,2024-05-07,web,view,0
317,2024-05-07,web,cart,10
318,2024-04-20,ios,view,0
319,2024-06-02,ios,view,0
319,2024-06-02,ios,cart,31
320,2024-05-08,web,view,0
320,2024-05-08,web,cart,48
321,2024-02-22,web,view,0
321,2024-02-22,web,cart,77
322,2024-05-21,ios,view,0
322,2024-05-21,ios,cart,83
323,2024-07-04,ios,view,0
323,2024-07-04,ios,cart,75
324,2024-04-26,android,view,0
324,2024-04-26,android,cart,81
324,2024-04-26,android,checkout,66
325,2024-05-03,android,view,0
325,2024-05-03,android,cart,57
326,2024-01-06,ios,view,0
326,2024-01-06,ios,cart,39
326,2024-01-06,ios,checkout,96
326,2024-01-06,ios,payment,267
327,2024-02-11,android,view,0
328,2024-05-24,android,view,0
329,2024-07-02,android,view,0
330,2024-05-31,web,view,0
331,2024-01-26,android,view,0
331,2024-01-26,android,cart,37
332,2024-06-27,ios,view,0
332,2024-06-27,ios,cart,65
332,2024-06-27,ios,checkout,58
333,2024-05-01,ios,view,0
334,2024-03-16,ios,view,0
334,2024-03-16,ios,cart,42
335,2024-02-12,android,view,0
335,2024-02-12,android,cart,18
336,2024-01-31,web,view,0
337,2024-07-01,android,view,0
337,2024-07-01,android,cart,84
338,2024-06-19,web,view,0
338,2024-06-19,web,cart,76
338,2024-06-19,web,checkout,158
339,2024-03-17,ios,view,0
339,2024-03-17,ios,cart,19
340,2024-07-05,web,view,0
340,2024-07-05,web,cart,44
340,2024-07-05,web,checkout,144
341,2024-07-21,android,view,0
341,2024-07-21,android,cart,77
341,2024-07-21,android,checkout,176
342,2024-04-28,web,view,0
342,2024-04-28,web,cart,46
343,2024-06-04,web,view,0
344,2024-01-26,ios,view,0
345,2024-04-07,web,view,0
346,2024-04-27,android,view,0
346,2024-04-27,android,cart,46
346,2024-04-27,android,checkout,62
347,2024-02-13,web,view,0
347,2024-02-13,web,cart,34
348,2024-02-15,android,view,0
349,2024-07-03,ios,view,0
349,2024-07-03,ios,cart,86
350,2024-06-04,ios,view,0
351,2024-01-09,web,view,0
351,2024-01-09,web,cart,59
352,2024-05-11,android,view,0
352,2024-05-11,android,cart,39
353,2024-05-03,android,view,0
353,2024-05-03,android,cart,18
353,2024-05-03,android,checkout,148
354,2024-06-19,web,view,0
354,2024-06-19,web,cart,47
355,2024-01-07,web,view,0
355,2024-01-07,web,cart,25
356,2024-04-22,android,view,0
357,2024-07-20,ios,view,0
357,2024-07-20,ios,cart,80
358,2024-07-27,ios,view,0
358,2024-07-27,ios,cart,45
359,2024-08-03,ios,view,0
360,2024-08-15,android,view,0
360,2024-08-15,android,cart,68
361,2024-03-24,android,view,0
362,2024-07-26,ios,view,0
362,2024-07-26,ios,cart,38
363,2024-05-04,ios,view,0
364,2024-07-14,ios,view,0
364,2024-07-14,ios,cart,53
365,2024-04-16,ios,view,0
366,2024-02-22,ios,view,0
367,2024-08-21,web,view,0
368,2024-02-18,ios,view,0
369,2024-07-09,web,view,0
370,2024-06-29,web,view,0
370,2024-06-29,web,cart,32
370,2024-06-29,web,checkout,26
371,2024-01-27,ios,view,0
372,2024-06-11,ios,view,0
373,2024-05-31,android,view,0
374,2024-06-12,web,view,0
375,2024-07-22,web,view,0
375,2024-07-22,web,cart,24
376,2024-01-19,web,view,0
376,2024-01-19,web,cart,75
377,2024-01-27,ios,view,0
378,2024-04-28,web,view,0
379,2024-05-01,web,view,0
379,2024-05-01,web,cart,84
380,2024-08-14,web,view,0
380,2024-08-14,web,cart,35
381,2024-07-06,ios,view,0
382,2024-05-06,android,view,0
382,2024-05-06,android,cart,87
383,2024-03-16,web,view,0
383,2024-03-16,web,cart,21
383,2024-03-16,web,checkout,132
384,2024-04-02,android,view,0
385,2024-05-27,android,view,0
386,2024-03-02,ios,view,0
387,2024-06-29,android,view,0
387,2024-06-29,android,cart,68
387,2024-06-29,android,checkout,140
388,2024-04-03,web,view,0
389,2024-02-18,web,view,0
389,2024-02-18,web,cart,51
390,2024-06-27,android,view,0
390,2024-06-27,android,cart,14
391,2024-06-05,ios,view,0
391,2024-06-05,ios,cart,41
391,2024-06-05,ios,checkout,122
392,2024-04-05,ios,view,0
392,2024-04-05,ios,cart,86
393,2024-05-21,web,view,0
394,2024-06-08,android,view,0
394,2024-06-08,android,cart,34
395,2024-04-06,ios,view,0
396,2024-04-14,web,view,0
396,2024-04-14,web,cart,55
397,2024-08-09,android,view,0
398,2024-06-08,android,view,0
399,2024-04-22,android,view,0
400,2024-01-26,ios,view,0
401,2024-07-25,ios,view,0
401,2024-07-25,ios,cart,12
402,2024-03-14,ios,view,0
402,2024-03-14,ios,cart,39
402,2024-03-14,ios,checkout,38
403,2024-08-25,web,view,0
404,2024-05-27,android,view,0
404,2024-05-27,android,cart,56
405,2024-01-05,ios,view,0
406,2024-07-06,android,view,0
406,2024-07-06,android,cart,51
407,2024-04-12,web,view,0
407,2024-04-12,web,cart,77
408,2024-06-23,ios,view,0
409,2024-01-31,android,view,0
409,2024-01-31,android,cart,88
409,2024-01-31,android,checkout,90
410,2024-03-16,android,view,0
411,2024-04-08,web,view,0
411,2024-04-08,web,cart,64
412,2024-02-03,android,view,0
412,2024-02-03,android,cart,50
413,2024-01-25,ios,view,0
414,2024-08-23,ios,view,0
415,2024-07-31,ios,view,0
416,2024-07-24,web,view,0
417,2024-01-27,android,view,0
418,2024-06-27,ios,view,0
419,2024-02-03,ios,view,0
420,2024-03-22,android,view,0
421,2024-06-17,web,view,0
421,2024-06-17,web,cart,85
421,2024-06-17,web,checkout,36
422,2024-02-09,android,view,0
422,2024-02-09,android,cart,35
423,2024-03-09,ios,view,0
423,2024-03-09,ios,cart,41
423,2024-03-09,ios,checkout,156
424,2024-07-31,android,view,0
425,2024-07-01,web,view,0
426,2024-05-11,ios,view,0
427,2024-03-18,web,view,0
428,2024-06-10,android,view,0
429,2024-05-06,web,view,0
429,2024-05-06,web,cart,55
430,2024-03-07,ios,view,0
431,2024-08-28,android,view,0
432,2024-08-21,ios,view,0
433,2024-07-21,ios,view,0
433,2024-07-21,ios,cart,38
434,2024-06-29,android,view,0
435,2024-08-05,web,view,0
436,2024-01-05,web,view,0
437,2024-04-03,web,view,0
438,2024-06-12,ios,view,0
439,2024-08-21,ios,view,0
439,2024-08-21,ios,cart,41
439,2024-08-21,ios,checkout,88
440,2024-05-10,ios,view,0
441,2024-04-11,web,view,0
442,2024-02-24,android,view,0
443,2024-05-06,android,view,0
443,2024-05-06,android,cart,47
444,2024-03-02,web,view,0
445,2024-08-14,ios,view,0
446,2024-07-16,android,view,0
446,2024-07-16,android,cart,30
447,2024-04-29,ios,view,0
447,2024-04-29,ios,cart,88
448,2024-06-06,android,view,0
449,2024-03-23,android,view,0
450,2024-01-19,ios,view,0
450,2024-01-19,ios,cart,86
451,2024-08-02,ios,view,0
451,2024-08-02,ios,cart,74
451,2024-08-02,ios,checkout,126
452,2024-07-08,ios,view,0
452,2024-07-08,ios,cart,14
452,2024-07-08,ios,checkout,76
453,2024-02-05,android,view,0
454,2024-08-13,android,view,0
455,2024-05-30,android,view,0
455,2024-05-30,android,cart,53
456,2024-03-16,ios,view,0
456,2024-03-16,ios,cart,37
457,2024-02-28,ios,view,0
458,2024-06-11,android,view,0
459,2024-07-24,ios,view,0
460,2024-02-04,android,view,0
460,2024-02-04,android,cart,59
461,2024-08-19,web,view,0
462,2024-03-17,web,view,0
462,2024-03-17,web,cart,42
463,2024-05-20,web,view,0
464,2024-03-22,android,view,0
465,2024-07-28,web,view,0
465,2024-07-28,web,cart,79
466,2024-04-06,android,view,0
467,2024-07-18,web,view,0
468,2024-03-09,android,view,0
469,2024-04-15,ios,view,0
470,2024-08-20,android,view,0
471,2024-07-04,android,view,0
471,2024-07-04,android,cart,78
471,2024-07-04,android,checkout,66
472,2024-01-03,android,view,0
473,2024-04-18,web,view,0
474,2024-05-10,android,view,0
475,2024-08-27,ios,view,0
476,2024-08-19,ios,view,0
476,2024-08-19,ios,cart,24
476,2024-08-19,ios,checkout,160
477,2024-02-15,ios,view,0
477,2024-02-15,ios,cart,26
477,2024-02-15,ios,checkout,98
478,2024-05-27,android,view,0
478,2024-05-27,android,cart,25
479,2024-06-22,android,view,0
480,2024-01-23,ios,view,0
481,2024-04-24,ios,view,0
482,2024-04-27,android,view,0
482,2024-04-27,android,cart,67
483,2024-02-22,ios,view,0
484,2024-06-18,ios,view,0
484,2024-06-18,ios,cart,75
484,2024-06-18,ios,checkout,170
484,2024-06-18,ios,payment,117
485,2024-01-17,ios,view,0
486,2024-03-23,ios,view,0
487,2024-01-04,android,view,0
487,2024-01-04,android,cart,64
488,2024-03-18,web,view,0
489,2024-03-01,web,view,0
490,2024-01-21,ios,view,0
490,2024-01-21,ios,cart,77
491,2024-08-27,ios,view,0
492,2024-08-25,web,view,0
492,2024-08-25,web,cart,57
492,2024-08-25,web,checkout,148
493,2024-02-08,ios,view,0
494,2024-05-19,web,view,0
494,2024-05-19,web,cart,82
495,2024-08-19,android,view,0
496,2024-04-18,ios,view,0
496,2024-04-18,ios,cart,57
496,2024-04-18,ios,checkout,158
497,2024-02-10,web,view,0
497,2024-02-10,web,cart,55
497,2024-02-10,web,checkout,146
498,2024-03-04,web,view,0
498,2024-03-04,web,cart,45
498,2024-03-04,web,checkout,168
499,2024-05-18,web,view,0
500,2024-06-10,android,view,0
501,2024-05-15,android,view,0
502,2024-05-21,web,view,0
503,2024-07-27,android,view,0
504,2024-08-28,ios,view,0
504,2024-08-28,ios,cart,60
505,2024-08-20,ios,view,0
505,2024-08-20,ios,cart,20
506,2024-05-02,android,view,0
506,2024-05-02,android,cart,88
507,2024-08-18,android,view,0
507,2024-08-18,android,cart,18
508,2024-02-10,web,view,0
508,2024-02-10,web,cart,51
509,2024-04-25,web,view,0
509,2024-04-25,web,cart,87
510,2024-01-11,android,view,0
510,2024-01-11,android,cart,87
510,2024-01-11,android,checkout,48
511,2024-07-10,android,view,0
511,2024-07-10,android,cart,73
512,2024-01-17,ios,view,0
513,2024-05-12,android,view,0
513,2024-05-12,android,cart,75
514,2024-04-07,ios,view,0
515,2024-04-20,ios,view,0
515,2024-04-20,ios,cart,67
516,2024-03-31,web,view,0
516,2024-03-31,web,cart,18
517,2024-08-06,android,view,0
517,2024-08-06,android,cart,38
518,2024-03-06,ios,view,0
518,2024-03-06,ios,cart,56
519,2024-07-18,web,view,0
520,2024-06-10,web,view,0
521,2024-04-11,android,view,0
522,2024-02-01,ios,view,0
522,2024-02-01,ios,cart,41
523,2024-01-02,android,view,0
524,2024-03-22,ios,view,0
525,2024-07-20,ios,view,0
525,2024-07-20,ios,cart,88
526,2024-05-29,ios,view,0
526,2024-05-29,ios,cart,22
527,2024-04-09,web,view,0
528,2024-05-01,android,view,0
528,2024-05-01,android,cart,28
529,2024-02-09,ios,view,0
530,2024-07-19,web,view,0
531,2024-06-11,android,view,0
532,2024-04-29,web,view,0
533,2024-03-02,ios,view,0
534,2024-03-24,ios,view,0
534,2024-03-24,ios,cart,61
534,2024-03-24,ios,checkout,30
535,2024-05-03,web,view,0
536,2024-01-30,ios,view,0
537,2024-08-21,web,view,0
538,2024-07-29,ios,view,0
539,2024-03-06,web,view,0
540,2024-06-07,android,view,0
540,2024-06-07,android,cart,65
541,2024-01-21,web,view,0
541,2024-01-21,web,cart,40
542,2024-04-07,web,view,0
543,2024-06-29,web,view,0
543,2024-06-29,web,cart,73
544,2024-02-07,web,view,0
544,2024-02-07,web,cart,39
545,2024-08-07,android,view,0
546,2024-05-21,web,view,0
547,2024-03-21,ios,view,0
548,2024-06-18,web,view,0
549,2024-04-14,android,view,0
549,2024-04-14,android,cart,85
550,2024-01-02,android,view,0
551,2024-06-15,android,view,0
552,2024-07-04,android,view,0
552,2024-07-04,android,cart,68
553,2024-05-31,ios,view,0
554,2024-05-08,web,view,0
555,2024-02-17,web,view,0
555,2024-02-17,web,cart,26
556,2024-01-28,android,view,0
557,2024-06-09,web,view,0
557,2024-06-09,web,cart,12
558,2024-08-24,ios,view,0
558,2024-08-24,ios,cart,45
559,2024-02-10,web,view,0
560,2024-07-06,android,view,0
561,2024-05-12,ios,view,0
