customer_id,name,city,region,signup_date
159,Customer 159,Ilorin,North Central,2024-03-01
160,Customer 160,Abuja,North Central,2024-01-09
161,Customer 161,Onitsha,South West,2024-07-24
162,Customer 162,Calabar,South South,2024-04-07
163,Customer 163,Jos,North Central,2024-01-27
164,Customer 164,Jos,North Central,2024-02-14
165,Customer 165,Abuja,North Central,2024-03-01
166,Customer 166,Port Harcourt,South South,2024-06-12
167,Customer 167,Ilorin,North Central,2024-03-13
168,Customer 168,Abeokuta,South West,2024-05-20
169,Customer 169,Benin,South South,2024-09-09
170,Customer 170,Abuja,North Central,2024-05-24
171,Customer 171,Abeokuta,South West,2024-02-13
172,Customer 172,Ilorin,North Central,2024-02-18
173,Customer 173,Ilorin,South South,2024-08-12
174,Customer 174,Calabar,South South,2024-02-06
175,Customer 175,Port Harcourt,South South,2024-05-10
176,Customer 176,Jos,North Central,2024-06-11
177,Customer 177,Abeokuta,South West,2024-01-18
178,Customer 178,Abuja,South South,2024-08-01
179,Customer 179,Kaduna,North West,2024-03-12
180,Customer 180,Kano,North West,2024-05-13
181,Customer 181,Jos,North Central,2024-03-12
182,Customer 182,Abeokuta,South West,2024-05-08
183,Customer 183,Port Harcourt,South South,2024-09-19
184,Customer 184,Kaduna,North West,2024-01-11
185,Customer 185,Enugu,South East,2024-03-13
186,Customer 186,Enugu,South East,2024-04-24
187,Customer 187,Ibadan,South West,2024-06-19
188,Customer 188,Kano,North West,2024-02-06
189,Customer 189,Ibadan,North Central,2024-07-22
190,Customer 190,Calabar,South South,2024-03-16
191,Customer 191,Onitsha,South East,2024-07-01
192,Customer 192,Calabar,South South,2024-05-03
193,Customer 193,Enugu,South West,2024-09-19
194,Customer 194,Lagos,South West,2024-01-07
195,Customer 195,Kano,North West,2024-09-01
196,Customer 196,Ilorin,North Central,2024-01-18
197,Customer 197,Benin,South South,2024-06-23
198,Customer 198,Onitsha,South East,2024-02-10
199,Customer 199,Onitsha,South East,2024-02-02
200,Customer 200,Benin,South South,2024-03-25
201,Customer 201,Lagos,South West,2024-05-10
202,Customer 202,Benin,South South,2024-06-24
203,Customer 203,Enugu,South East,2023-12-31
204,Customer 204,Jos,North Central,2024-06-26
205,Customer 205,Onitsha,South East,2024-06-23
206,Customer 206,Onitsha,South East,2024-04-05
207,Customer 207,Kaduna,North West,2024-03-08
208,Customer 208,Calabar,North West,2024-07-22
209,Customer 209,Kaduna,North West,2024-04-13
210,Customer 210,Jos,North Central,2024-05-07
211,Customer 211,Onitsha,South East,2024-05-18
212,Customer 212,Kaduna,North West,2024-02-26
213,Customer 213,Ilorin,North Central,2024-06-14
214,Customer 214,Kano,North West,2024-03-23
215,Customer 215,Kaduna,South East,2024-08-01
216,Customer 216,Kano,North West,2024-08-10
217,Customer 217,Ibadan,South West,2024-02-22
218,Customer 218,Benin,North West,2024-07-22
219,Customer 219,Enugu,South East,2024-07-11
220,Customer 220,Abeokuta,South West,2024-03-05
221,Customer 221,Abuja,North Central,2024-09-23
222,Customer 222,Ilorin,South South,2024-07-14
223,Customer 223,Ibadan,South West,2024-02-07
224,Customer 224,Benin,South South,2024-08-15
225,Customer 225,Abeokuta,South West,2024-07-06
226,Customer 226,Abuja,South South,2024-09-14
227,Customer 227,Benin,South South,2024-03-03
228,Customer 228,Abeokuta,North Central,2024-08-22
229,Customer 229,Enugu,South East,2024-02-19
230,Customer 230,Kaduna,North West,2024-05-03
231,Customer 231,Port Harcourt,South South,2024-03-20
232,Customer 232,Abeokuta,South West,2024-03-16
233,Customer 233,Kano,North West,2024-01-03
234,Customer 234,Abuja,North Central,2024-05-20
235,Customer 235,Kano,North West,2024-01-31
236,Customer 236,Onitsha,South East,2024-02-25
237,Customer 237,Abuja,North Central,2024-02-22
238,Customer 238,Enugu,South East,2024-01-21
239,Customer 239,Ibadan,South West,2024-02-05
240,Customer 240,Ibadan,South West,2024-02-03
241,Customer 241,Ilorin,North Central,2024-01-11
242,Customer 242,Abuja,North Central,2024-06-23
243,Customer 243,Calabar,South South,2024-04-20
244,Customer 244,Abeokuta,South West,2024-07-08
245,Customer 245,Ilorin,South South,2024-08-11
246,Customer 246,Calabar,South South,2024-02-06
247,Customer 247,Abeokuta,South West,2024-01-24
248,Customer 248,Benin,South South,2024-04-26
249,Customer 249,Ibadan,South West,2024-08-19
250,Customer 250,Calabar,North West,2024-07-02
251,Customer 251,Enugu,South East,2024-02-08
252,Customer 252,Ilorin,South South,2024-09-13
253,Customer 253,Ibadan,North Central,2024-09-12
254,Customer 254,Onitsha,South East,2024-02-11
255,Customer 255,Ibadan,North Central,2024-08-04
256,Customer 256,Enugu,South East,2024-08-22
257,Customer 257,Abeokuta,South West,2024-06-13
258,Customer 258,Jos,North Central,2024-08-12
259,Customer 259,Jos,North Central,2024-06-02
260,Customer 260,Port Harcourt,South South,2024-04-09
261,Customer 261,Calabar,South South,2024-06-03
262,Customer 262,Onitsha,South West,2024-07-15
263,Customer 263,Benin,South South,2024-09-11
264,Customer 264,Benin,South South,2024-09-26
265,Customer 265,Calabar,North West,2024-09-06
266,Customer 266,Abuja,North Central,2024-07-16
267,Customer 267,Benin,South South,2024-05-10
268,Customer 268,Calabar,South South,2024-03-20
269,Customer 269,Ibadan,South West,2024-09-05
270,Customer 270,Lagos,South West,2024-01-14
271,Customer 271,Abuja,South South,2024-08-08
272,Customer 272,Onitsha,South East,2024-04-14
273,Customer 273,Ilorin,North Central,2024-07-16
274,Customer 274,Abuja,North Central,2024-06-01
275,Customer 275,Ilorin,North Central,2024-05-20
276,Customer 276,Abeokuta,South West,2024-02-16
277,Customer 277,Lagos,South West,2024-04-07
278,Customer 278,Onitsha,South East,2024-04-14
279,Customer 279,Benin,North West,2024-07-21
280,Customer 280,Jos,South South,2024-09-26
281,Customer 281,Onitsha,South East,2024-01-02
282,Customer 282,Ilorin,North Central,2024-04-21
283,Customer 283,Kano,North West,2024-01-22
284,Customer 284,Ilorin,North Central,2024-06-11
285,Customer 285,Jos,North Central,2024-03-15
286,Customer 286,Calabar,South South,2024-04-30
287,Customer 287,Onitsha,South East,2024-09-23
288,Customer 288,Enugu,South East,2024-04-15
289,Customer 289,Calabar,South South,2024-07-16
290,Customer 290,Ibadan,South West,2024-02-03
291,Customer 291,Calabar,South South,2024-07-15
292,Customer 292,Calabar,South South,2024-03-24
293,Customer 293,Port Harcourt,South South,2024-04-04
294,Customer 294,Abeokuta,North Central,2024-07-21
295,Customer 295,Enugu,South East,2024-08-03
296,Customer 296,Lagos,North Central,2024-08-25
297,Customer 297,Ilorin,North Central,2024-05-06
298,Customer 298,Abeokuta,South West,2024-04-01
299,Customer 299,Benin,North West,2024-07-07
300,Customer 300,Port Harcourt,South South,2024-05-06
301,Customer 301,Lagos,South West,2024-05-26
302,Customer 302,Onitsha,South West,2024-07-04
303,Customer 303,Kaduna,South East,2024-07-20
304,Customer 304,Enugu,South East,2024-09-22
305,Customer 305,Enugu,South East,2024-06-26
306,Customer 306,Kaduna,North West,2024-01-20
307,Customer 307,Abeokuta,South West,2024-02-09
308,Customer 308,Onitsha,South East,2024-01-10
309,Customer 309,Kano,South East,2024-07-14
310,Customer 310,Enugu,South East,2024-03-05
311,Customer 311,Abeokuta,North Central,2024-08-01
312,Customer 312,Benin,South South,2024-01-08
313,Customer 313,Kaduna,South East,2024-08-09
314,Customer 314,Ibadan,South West,2024-07-23
315,Customer 315,Ilorin,North Central,2024-02-03
316,Customer 316,Kaduna,North West,2024-02-08
317,Customer 317,Ibadan,South West,2024-03-10
318,Customer 318,Calabar,South South,2024-01-25
319,Customer 319,Abuja,North Central,2024-02-02
320,Customer 320,Enugu,South East,2024-09-22
321,Customer 321,Ilorin,North Central,2024-02-22
322,Customer 322,Abeokuta,South West,2024-07-27
323,Customer 323,Benin,South South,2024-05-09
324,Customer 324,Calabar,South South,2024-02-27
325,Customer 325,Kano,North West,2024-03-22
326,Customer 326,Calabar,South South,2024-02-16
327,Customer 327,Kaduna,North West,2024-08-24
328,Customer 328,Lagos,South West,2024-05-06
329,Customer 329,Kaduna,North West,2024-03-26
330,Customer 330,Kaduna,North West,2024-09-12
331,Customer 331,Onitsha,South West,2024-08-16
332,Customer 332,Calabar,North West,2024-09-14
333,Customer 333,Jos,North Central,2024-01-31
334,Customer 334,Port Harcourt,South South,2024-03-09
335,Customer 335,Benin,South South,2024-01-10
336,Customer 336,Onitsha,South West,2024-07-06
337,Customer 337,Ilorin,North Central,2024-02-07
338,Customer 338,Jos,South South,2024-08-15
339,Customer 339,Enugu,South East,2024-03-10
340,Customer 340,Benin,North West,2024-08-01
341,Customer 341,Lagos,South West,2024-07-08
342,Customer 342,Jos,South South,2024-08-01
343,Customer 343,Enugu,South East,2024-04-23
344,Customer 344,Kaduna,North West,2024-08-05
345,Customer 345,Port Harcourt,South South,2024-01-19
346,Customer 346,Ilorin,North Central,2024-05-19
347,Customer 347,Jos,North Central,2024-06-03
348,Customer 348,Port Harcourt,South South,2024-03-18
349,Customer 349,Calabar,North West,2024-07-16
350,Customer 350,Port Harcourt,South South,2024-08-15
351,Customer 351,Ibadan,South West,2024-02-03
352,Customer 352,Ilorin,North Central,2024-05-12
353,Customer 353,Abeokuta,South West,2024-07-01
354,Customer 354,Abeokuta,South West,2024-03-04
355,Customer 355,Lagos,South West,2024-02-25
356,Customer 356,Port Harcourt,North West,2024-07-21
357,Customer 357,Enugu,South East,2024-02-27
358,Customer 358,Port Harcourt,South South,2024-06-07
359,Customer 359,Ibadan,South West,2024-08-15
360,Customer 360,Enugu,South East,2024-03-12
361,Customer 361,Lagos,South West,2024-03-09
362,Customer 362,Ilorin,North Central,2024-04-01
363,Customer 363,Abeokuta,North Central,2024-09-07
364,Customer 364,Lagos,South West,2024-01-15
365,Customer 365,Jos,North Central,2024-09-15
366,Customer 366,Kano,North West,2024-05-12
367,Customer 367,Lagos,South West,2024-09-14
368,Customer 368,Port Harcourt,South South,2024-06-11
369,Customer 369,Kaduna,South East,2024-09-01
370,Customer 370,Onitsha,South West,2024-08-01
371,Customer 371,Ilorin,North Central,2024-06-01
372,Customer 372,Onitsha,South East,2024-02-19
373,Customer 373,Ibadan,South West,2024-05-23
374,Customer 374,Enugu,South West,2024-07-06
375,Customer 375,Onitsha,South East,2024-01-20
376,Customer 376,Ilorin,North Central,2024-01-25
377,Customer 377,Enugu,South East,2024-04-15
378,Customer 378,Ilorin,North Central,2024-02-11
379,Customer 379,Port Harcourt,North West,2024-07-10
380,Customer 380,Abeokuta,South West,2024-09-06
381,Customer 381,Kano,North West,2024-04-06
382,Customer 382,Port Harcourt,South South,2024-02-06
383,Customer 383,Kaduna,North West,2024-04-22
384,Customer 384,Calabar,South South,2024-06-06
385,Customer 385,Calabar,South South,2024-03-22
386,Customer 386,Abuja,South South,2024-09-26
387,Customer 387,Abeokuta,South West,2024-06-01
388,Customer 388,Benin,South South,2024-07-26
389,Customer 389,Onitsha,South East,2024-03-26
390,Customer 390,Lagos,South West,2024-02-03
391,Customer 391,Jos,North Central,2024-02-11
392,Customer 392,Kaduna,North West,2024-05-25
393,Customer 393,Port Harcourt,South South,2024-02-06
394,Customer 394,Kano,North West,2024-08-04
395,Customer 395,Kaduna,North West,2024-04-30
396,Customer 396,Port Harcourt,South South,2024-07-03
397,Customer 397,Enugu,South East,2024-03-01
398,Customer 398,Ilorin,North Central,2024-04-12
399,Customer 399,Port Harcourt,South South,2024-05-19
400,Customer 400,Abuja,North Central,2024-07-21
401,Customer 401,Abuja,North Central,2024-03-26
402,Customer 402,Enugu,South East,2024-07-25
403,Customer 403,Ilorin,North Central,2024-01-05
404,Customer 404,Calabar,South South,2024-02-15
405,Customer 405,Lagos,North Central,2024-08-25
406,Customer 406,Abuja,South South,2024-08-14
407,Customer 407,Jos,North Central,2024-06-16
408,Customer 408,Abuja,North Central,2024-01-16
409,Customer 409,Ilorin,North Central,2024-02-18
410,Customer 410,Abuja,North Central,2024-05-23
411,Customer 411,Abuja,North Central,2024-09-03
412,Customer 412,Onitsha,South East,2024-01-22
413,Customer 413,Ibadan,South West,2024-03-19
414,Customer 414,Port Harcourt,South South,2024-01-10
415,Customer 415,Port Harcourt,South South,2024-04-19
416,Customer 416,Ibadan,South West,2024-02-22
417,Customer 417,Benin,South South,2024-01-20
418,Customer 418,Jos,North Central,2024-09-24
419,Customer 419,Kaduna,North West,2024-01-27
420,Customer 420,Ibadan,South West,2024-07-21
421,Customer 421,Onitsha,South East,2024-03-13
422,Customer 422,Abuja,North Central,2024-04-05
423,Customer 423,Enugu,South East,2024-03-01
424,Customer 424,Port Harcourt,South South,2024-09-25
425,Customer 425,Kano,North West,2024-02-25
426,Customer 426,Calabar,North West,2024-09-04
427,Customer 427,Ilorin,North Central,2024-08-08
428,Customer 428,Port Harcourt,South South,2024-07-25
429,Customer 429,Kano,South East,2024-08-25
430,Customer 430,Lagos,South West,2024-03-15
431,Customer 431,Lagos,South West,2024-05-15
432,Customer 432,Enugu,South East,2024-04-26
433,Customer 433,Abeokuta,South West,2024-01-03
434,Customer 434,Lagos,North Central,2024-07-07
435,Customer 435,Abuja,North Central,2024-03-11
436,Customer 436,Kaduna,North West,2024-06-11
437,Customer 437,Onitsha,South East,2024-09-07
438,Customer 438,Jos,North Central,2024-05-05
439,Customer 439,Ibadan,South West,2024-02-15
440,Customer 440,Port Harcourt,South South,2024-02-06
441,Customer 441,Abeokuta,South West,2024-02-06
442,Customer 442,Onitsha,South West,2024-08-04
443,Customer 443,Abeokuta,South West,2024-06-22
444,Customer 444,Benin,South South,2024-05-12
445,Customer 445,Onitsha,South West,2024-09-01
446,Customer 446,Enugu,South East,2024-07-17
447,Customer 447,Enugu,South East,2024-03-21
448,Customer 448,Jos,North Central,2024-06-18
449,Customer 449,Abuja,North Central,2024-09-16
450,Customer 450,Abeokuta,South West,2024-02-20
451,Customer 451,Kano,North West,2024-05-12
452,Customer 452,Ibadan,South West,2024-06-27
453,Customer 453,Onitsha,South East,2024-02-18
454,Customer 454,Abuja,North Central,2024-03-25
455,Customer 455,Ilorin,North Central,2024-01-06
456,Customer 456,Kaduna,South East,2024-08-20
457,Customer 457,Kaduna,North West,2024-05-08
458,Customer 458,Onitsha,South East,2024-07-06
459,Customer 459,Ilorin,South South,2024-07-22
460,Customer 460,Ibadan,North Central,2024-08-24
461,Customer 461,Abeokuta,North Central,2024-08-02
462,Customer 462,Abeokuta,South West,2024-01-22
463,Customer 463,Abeokuta,South West,2024-04-07
464,Customer 464,Enugu,South West,2024-07-25
465,Customer 465,Kaduna,North West,2024-01-01
466,Customer 466,Onitsha,South West,2024-08-19
467,Customer 467,Jos,North Central,2024-04-02
468,Customer 468,Kano,North West,2024-04-18
469,Customer 469,Jos,North Central,2024-08-09
470,Customer 470,Ilorin,North Central,2024-08-21
471,Customer 471,Kano,North West,2024-03-13
472,Customer 472,Kaduna,South East,2024-07-16
473,Customer 473,Calabar,South South,2024-02-15
474,Customer 474,Lagos,South West,2024-02-20
475,Customer 475,Abuja,North Central,2024-01-22
476,Customer 476,Ilorin,North Central,2024-04-22
477,Customer 477,Port Harcourt,South South,2024-02-20
478,Customer 478,Abeokuta,South West,2024-06-21
479,Customer 479,Kaduna,North West,2024-06-19
480,Customer 480,Enugu,South West,2024-08-03
481,Customer 481,Abeokuta,South West,2024-04-27
482,Customer 482,Lagos,South West,2024-02-12
483,Customer 483,Abuja,North Central,2024-01-07
484,Customer 484,Lagos,South West,2024-03-16
485,Customer 485,Port Harcourt,South South,2024-03-05
486,Customer 486,Benin,North West,2024-07-27
487,Customer 487,Kano,North West,2024-08-24
488,Customer 488,Enugu,South West,2024-08-31
489,Customer 489,Jos,North Central,2024-06-30
490,Customer 490,Benin,South South,2024-04-05
491,Customer 491,Calabar,South South,2024-01-24
492,Customer 492,Kaduna,South East,2024-07-20
493,Customer 493,Calabar,South South,2024-02-10
494,Customer 494,Ibadan,South West,2024-06-16
495,Customer 495,Ibadan,South West,2024-08-14
496,Customer 496,Benin,South South,2024-08-19
497,Customer 497,Benin,South South,2024-04-16
498,Customer 498,Abuja,South South,2024-08-16
499,Customer 499,Benin,South South,2024-05-08
500,Customer 500,Kano,South East,2024-07-26
501,Customer 501,Ibadan,North Central,2024-07-03
502,Customer 502,Jos,North Central,2024-01-13
503,Customer 503,Lagos,South West,2024-04-02
504,Customer 504,Abeokuta,North Central,2024-07-10
505,Customer 505,Lagos,South West,2024-06-07
506,Customer 506,Onitsha,South East,2024-06-12
507,Customer 507,Ilorin,South South,2024-07-31
508,Customer 508,Abuja,North Central,2024-01-15
509,Customer 509,Lagos,South West,2024-05-03
510,Customer 510,Enugu,South West,2024-08-03
511,Customer 511,Onitsha,South East,2024-01-13
512,Customer 512,Kano,North West,2024-03-24
513,Customer 513,Abeokuta,North Central,2024-09-09
514,Customer 514,Benin,South South,2024-01-16
515,Customer 515,Abuja,North Central,2024-09-18
516,Customer 516,Lagos,South West,2024-06-19
517,Customer 517,Abuja,North Central,2024-06-18
518,Customer 518,Ilorin,North Central,2024-04-10
519,Customer 519,Onitsha,South East,2024-05-24
520,Customer 520,Jos,North Central,2024-02-16
521,Customer 521,Onitsha,South East,2024-09-14
522,Customer 522,Kano,North West,2024-04-08
523,Customer 523,Enugu,South West,2024-09-24
524,Customer 524,Abeokuta,North Central,2024-09-03
525,Customer 525,Enugu,South West,2024-09-12
526,Customer 526,Benin,South South,2024-04-15
527,Customer 527,Benin,North West,2024-09-26
528,Customer 528,Abeokuta,North Central,2024-07-17
529,Customer 529,Ilorin,South South,2024-08-23
530,Customer 530,Lagos,South West,2024-03-07
531,Customer 531,Calabar,North West,2024-07-25
532,Customer 532,Lagos,North Central,2024-07-14
533,Customer 533,Ibadan,South West,2024-04-30
534,Customer 534,Lagos,South West,2024-07-25
535,Customer 535,Kaduna,North West,2024-02-13
536,Customer 536,Benin,South South,2024-07-31
537,Customer 537,Enugu,South East,2024-08-25
538,Customer 538,Ilorin,North Central,2024-04-24
539,Customer 539,Kaduna,North West,2024-01-12
540,Customer 540,Onitsha,South East,2024-09-16
541,Customer 541,Kaduna,North West,2024-09-24
542,Customer 542,Kaduna,North West,2024-01-20
543,Customer 543,Jos,North Central,2024-03-04
544,Customer 544,Enugu,South West,2024-08-21
545,Customer 545,Ibadan,South West,2024-03-09
546,Customer 546,Kaduna,North West,2024-09-23
547,Customer 547,Calabar,South South,2024-07-14
548,Customer 548,Enugu,South East,2024-08-06
549,Customer 549,Calabar,South South,2024-05-14
550,Customer 550,Enugu,South East,2024-06-06
551,Customer 551,Benin,North West,2024-08-04
552,Customer 552,Enugu,South East,2024-01-26
553,Customer 553,Kaduna,North West,2024-05-22
554,Customer 554,Ibadan,South West,2024-05-24
555,Customer 555,Abeokuta,North Central,2024-09-08
556,Customer 556,Port Harcourt,North West,2024-07-04
557,Customer 557,Kano,North West,2024-04-14
558,Customer 558,Onitsha,South East,2024-04-08
559,Customer 559,Abeokuta,South West,2024-06-14
560,Customer 560,Kaduna,South East,2024-07-01
561,Customer 561,Lagos,North Central,2024-08-27
562,Customer 562,Abuja,North Central,2024-07-02
563,Customer 563,Lagos,South West,2024-03-04
564,Customer 564,Kaduna,North West,2024-04-10
565,Customer 565,Port Harcourt,South South,2024-02-03
566,Customer 566,Kano,North West,2024-03-31
567,Customer 567,Enugu,South West,2024-09-07
568,Customer 568,Benin,South South,2024-09-09
569,Customer 569,Onitsha,South East,2024-05-23
570,Customer 570,Ilorin,North Central,2024-09-16
571,Customer 571,Port Harcourt,South South,2024-04-06
572,Customer 572,Onitsha,South East,2024-04-03
573,Customer 573,Ibadan,South West,2024-09-03
574,Customer 574,Calabar,South South,2024-02-26
575,Customer 575,Kano,South East,2024-07-07
576,Customer 576,Enugu,South East,2024-05-02
577,Customer 577,Calabar,South South,2024-07-01
578,Customer 578,Ilorin,North Central,2024-03-25
579,Customer 579,Calabar,South South,2024-07-01
580,Customer 580,Abeokuta,South West,2024-06-20
581,Customer 581,Lagos,South West,2024-02-03
582,Customer 582,Ibadan,South West,2024-03-19
583,Customer 583,Jos,North Central,2024-01-25
584,Customer 584,Kaduna,North West,2024-08-09
585,Customer 585,Lagos,North Central,2024-08-04
586,Customer 586,Kano,North West,2024-04-13
587,Customer 587,Calabar,South South,2024-09-19
