order_id,product_id,qty,unit_price
66,P06,4,60
67,P01,4,89
68,P05,1,180
68,P01,1,89
68,P02,3,240
69,P05,3,180
69,P06,4,60
69,P07,4,18
70,P06,2,60
71,P01,2,89
71,P06,4,60
72,P07,1,18
73,P01,1,89
73,P02,3,240
74,P07,3,18
75,P06,1,60
75,P06,1,60
75,P07,3,18
76,P02,2,240
77,P06,4,60
78,P04,2,30
79,P06,2,60
80,P04,3,30
80,P07,3,18
80,P05,4,180
81,P05,1,180
82,P04,3,30
82,P07,1,18
83,P06,1,60
84,P04,4,30
84,P06,1,60
85,P04,4,30
85,P05,2,180
85,P04,3,30
86,P02,3,240
86,P06,4,60
86,P04,1,30
87,P05,4,180
87,P04,1,30
88,P04,4,30
89,P01,4,89
89,P01,1,89
90,P04,3,30
91,P05,3,180
91,P07,3,18
92,P04,2,30
93,P05,1,180
93,P05,1,180
93,P02,2,240
94,P01,3,89
95,P01,4,89
95,P02,3,240
95,P02,3,240
96,P07,3,18
96,P07,1,18
96,P01,1,89
97,P07,1,18
97,P04,1,30
98,P04,1,30
98,P05,2,180
99,P02,3,240
99,P03,3,45
99,P07,1,18
100,P05,3,180
100,P03,3,45
101,P04,3,30
101,P06,3,60
101,P03,4,45
102,P02,4,240
102,P05,4,180
103,P03,3,45
103,P06,1,60
104,P02,4,240
105,P03,4,45
105,P05,4,180
105,P03,4,45
106,P07,4,18
106,P05,2,180
107,P05,2,180
107,P05,3,180
107,P05,2,180
108,P05,4,180
108,P01,2,89
108,P02,2,240
109,P05,2,180
110,P07,1,18
110,P04,1,30
110,P03,4,45
111,P05,4,180
111,P03,1,45
112,P03,3,45
113,P04,2,30
113,P06,2,60
113,P06,1,60
114,P06,4,60
114,P04,2,30
114,P05,4,180
115,P02,1,240
116,P07,3,18
116,P04,4,30
117,P07,1,18
117,P06,3,60
118,P06,1,60
119,P04,1,30
119,P02,3,240
119,P06,1,60
120,P06,1,60
121,P05,1,180
121,P04,3,30
121,P06,3,60
122,P04,3,30
122,P02,3,240
123,P07,1,18
123,P04,2,30
124,P01,2,89
125,P04,2,30
126,P01,1,89
126,P07,2,18
127,P04,1,30
127,P02,3,240
128,P05,3,180
128,P03,4,45
128,P07,4,18
129,P07,4,18
129,P04,2,-30
130,P06,2,60
131,P07,2,18
131,P07,3,18
131,P02,2,240
132,P05,3,180
133,P03,3,45
133,P05,3,180
134,P01,4,89
134,P01,1,89
134,P01,3,89
135,P01,4,89
135,P02,2,240
136,P06,1,60
136,P06,2,60
136,P02,3,240
137,P05,1,180
137,P01,4,89
137,P02,4,240
138,P07,1,18
138,P02,3,240
139,P07,2,18
139,P02,2,240
140,P07,1,18
140,P02,3,240
141,P06,4,60
142,P06,4,60
142,P05,4,180
142,P01,2,89
143,P07,2,18
144,P07,2,18
144,P02,1,240
145,P02,3,240
145,P01,3,89
146,P06,1,60
146,P01,3,89
146,P06,3,60
147,P05,4,180
147,P07,4,18
148,P01,4,89
148,P04,2,30
148,P05,4,180
149,P04,4,30
149,P03,2,45
150,P04,4,30
150,P02,1,240
150,P03,3,45
151,P01,1,89
151,P07,4,18
152,P03,2,45
152,P01,1,89
152,P03,4,45
153,P07,4,18
153,P01,3,89
153,P01,4,89
154,P02,4,240
154,P01,4,89
154,P02,4,240
155,P07,3,18
155,P07,1,18
156,P06,2,60
156,P02,2,240
157,P01,3,89
158,P04,4,30
158,P01,2,89
158,P03,2,45
159,P06,2,60
159,P03,2,45
159,P07,4,18
160,P07,3,18
160,P03,2,45
161,P07,2,18
161,P05,4,180
162,P06,4,60
162,P05,4,180
162,P02,2,240
163,P03,3,45
163,P06,3,60
163,P01,4,89
164,P02,2,240
164,P02,3,240
165,P05,2,180
165,P01,3,89
165,P01,1,89
166,P04,4,30
166,P05,2,180
167,P05,3,180
167,P02,1,240
168,P02,4,240
169,P03,2,45
170,P06,2,60
170,P03,3,45
170,P01,2,89
171,P03,2,45
171,P02,1,240
171,P01,4,89
172,P03,1,45
172,P04,3,30
173,P05,4,180
174,P01,3,89
175,P01,3,89
175,P01,4,89
176,P02,4,240
176,P04,1,30
177,P01,4,89
178,P05,1,180
178,P07,4,18
179,P01,4,89
179,P02,3,240
180,P06,4,60
180,P03,3,45
181,P04,3,30
181,P05,3,180
181,P06,4,60
182,P06,1,60
183,P06,4,60
183,P01,2,89
184,P02,2,240
184,P07,3,18
184,P04,1,30
185,P02,2,240
186,P05,2,180
187,P04,2,30
187,P02,4,240
187,P01,2,89
188,P07,3,18
188,P05,3,180
188,P07,2,18
189,P02,3,240
189,P02,1,240
189,P01,1,89
190,P04,1,30
190,P06,3,60
190,P07,2,18
191,P04,3,30
191,P07,2,18
191,P07,2,18
192,P03,1,45
192,P01,2,89
193,P07,3,18
193,P06,4,60
194,P05,4,180
194,P04,2,30
195,P06,1,60
196,P03,3,45
197,P05,4,180
197,P03,3,45
198,P04,2,30
198,P04,1,30
199,P04,3,30
200,P01,4,89
201,P07,3,18
202,P03,4,45
203,P03,3,45
203,P03,3,45
204,P02,2,240
204,P01,2,89
204,P04,1,30
205,P04,3,30
205,P07,2,18
205,P05,2,180
206,P05,2,180
206,P03,4,45
207,P01,1,89
208,P05,2,180
208,P06,3,60
208,P04,2,30
209,P07,2,18
209,P07,4,18
209,P07,4,18
210,P03,1,45
210,P05,3,180
211,P01,2,89
212,P07,4,18
213,P07,1,18
213,P04,2,30
213,P06,2,60
214,P02,2,240
215,P06,3,60
215,P07,4,18
215,P05,2,180
216,P02,2,240
216,P01,2,89
216,P06,2,60
217,P05,2,180
218,P04,1,30
218,P02,4,240
219,P07,2,18
219,P02,4,240
220,P03,2,45
220,P03,1,45
221,P01,1,89
221,P06,3,60
222,P07,4,18
222,P06,4,60
222,P07,2,18
223,P02,2,240
224,P05,2,180
225,P06,4,60
225,P04,1,30
226,P04,1,30
226,P07,2,18
227,P07,3,18
228,P05,3,180
228,P03,3,45
229,P03,1,45
229,P04,4,30
229,P03,3,45
230,P04,2,30
230,P01,4,89
231,P03,1,45
231,P02,4,240
231,P02,3,240
232,P03,3,45
232,P06,2,60
232,P06,2,60
233,P06,4,60
233,P02,3,240
234,P06,1,60
234,P02,1,240
235,P06,3,60
235,P07,2,-18
235,P04,2,30
236,P06,4,60
236,P03,4,45
236,P07,2,18
237,P06,1,60
237,P06,4,60
237,P06,3,60
238,P05,4,180
238,P04,2,30
239,P01,4,89
240,P03,2,45
241,P04,4,30
241,P04,3,30
242,P02,2,240
243,P04,4,30
243,P02,2,240
243,P02,2,240
244,P02,2,240
245,P06,4,60
245,P04,4,30
245,P06,3,60
246,P04,1,30
247,P06,1,60
247,P05,4,180
248,P07,3,18
248,P05,2,180
249,P05,1,180
249,P07,3,18
250,P02,4,240
250,P02,4,240
251,P04,2,30
251,P01,4,89
252,P06,3,60
252,P04,3,30
253,P05,2,180
253,P04,3,30
253,P06,2,60
254,P03,2,45
255,P06,3,60
255,P02,2,240
255,P03,4,45
256,P06,1,60
256,P07,2,18
257,P02,2,240
258,P02,4,240
259,P01,2,89
259,P04,3,30
259,P07,2,18
260,P03,3,45
260,P04,3,30
260,P04,1,30
261,P07,4,18
262,P02,2,240
262,P02,4,240
263,P02,4,240
264,P07,2,18
264,P05,4,180
265,P06,3,60
265,P04,3,30
266,P04,4,30
267,P05,1,180
267,P03,2,45
267,P01,4,89
268,P06,2,60
268,P03,2,45
269,P03,4,45
269,P01,1,89
269,P07,2,18
270,P06,3,60
270,P06,2,60
270,P02,4,240
271,P07,3,18
271,P03,1,45
272,P05,3,180
273,P05,3,180
273,P01,3,89
273,P07,3,18
274,P06,4,60
275,P06,4,60
276,P01,1,89
276,P07,2,18
276,P02,4,240
277,P05,1,180
277,P07,3,18
277,P04,3,30
278,P04,4,30
279,P01,2,89
279,P04,3,30
280,P02,1,240
280,P04,4,30
280,P01,4,89
281,P03,3,45
281,P02,1,240
282,P06,3,60
283,P03,1,45
283,P05,3,180
284,P01,3,89
284,P03,2,45
285,P01,4,89
285,P03,2,45
285,P04,2,30
286,P03,4,-45
286,P04,1,30
287,P03,1,45
288,P07,2,18
289,P04,4,-30
289,P05,3,180
290,P02,4,240
290,P03,1,45
290,P02,3,240
291,P05,1,180
291,P06,1,60
291,P06,2,60
292,P01,3,89
292,P02,1,240
292,P06,3,60
293,P05,1,180
294,P07,3,18
294,P04,3,30
294,P03,2,45
295,P01,2,89
296,P04,4,30
296,P01,1,89
296,P02,2,240
297,P04,1,30
297,P05,3,180
297,P02,2,240
298,P03,2,45
299,P06,1,60
299,P03,4,45
300,P02,4,240
301,P01,3,89
301,P05,3,180
301,P07,3,18
302,P06,1,60
302,P04,4,30
302,P07,4,18
303,P06,4,60
304,P06,4,60
304,P01,1,89
305,P04,4,30
306,P07,1,18
306,P03,1,45
306,P07,1,18
307,P04,1,30
307,P04,4,30
308,P05,3,180
308,P07,4,18
309,P06,4,60
309,P01,2,89
309,P07,1,18
310,P01,3,89
310,P03,2,45
310,P03,4,45
311,P06,4,60
312,P03,2,45
312,P04,2,30
312,P01,3,89
313,P02,3,240
313,P04,3,30
313,P06,4,60
314,P02,4,240
314,P03,3,45
315,P06,3,60
316,P07,3,18
317,P05,1,180
318,P04,1,30
319,P01,1,89
320,P07,2,18
320,P07,2,18
321,P05,4,180
321,P07,3,18
321,P04,3,30
322,P02,3,240
322,P03,1,45
323,P04,1,30
324,P04,1,30
324,P02,3,240
324,P01,4,89
325,P04,4,30
326,P07,4,18
326,P06,1,60
327,P04,2,30
327,P01,4,89
328,P01,2,89
328,P04,2,30
328,P04,3,30
329,P07,2,18
329,P07,4,18
330,P05,4,180
330,P01,3,89
331,P02,3,240
331,P01,2,89
331,P01,2,89
332,P03,1,45
333,P07,4,18
333,P06,2,60
334,P03,2,45
334,P06,1,60
335,P04,3,30
335,P01,4,89
335,P07,2,18
336,P02,2,240
336,P07,4,18
337,P01,4,89
337,P03,3,45
338,P02,3,240
338,P03,3,45
339,P05,2,180
339,P04,3,30
340,P04,4,30
341,P01,4,89
341,P03,3,45
341,P04,3,30
342,P01,4,89
342,P01,2,89
343,P04,4,30
344,P02,1,240
344,P01,2,89
345,P03,2,45
345,P03,2,45
345,P04,2,30
346,P04,1,30
347,P05,2,180
348,P06,4,60
349,P05,4,180
349,P05,1,180
349,P01,3,89
350,P01,1,89
350,P03,3,45
351,P03,4,45
352,P03,1,45
353,P05,3,180
353,P01,4,89
354,P05,1,180
354,P06,1,60
355,P04,3,30
356,P05,4,180
356,P02,4,240
357,P01,4,89
357,P05,4,180
357,P03,4,45
358,P05,2,180
358,P04,3,30
359,P03,3,45
360,P06,1,60
360,P04,3,30
361,P04,2,30
361,P07,2,18
361,P01,4,89
362,P01,4,89
362,P01,3,89
363,P01,3,89
363,P06,1,60
364,P03,3,45
364,P07,3,18
365,P06,1,60
365,P05,2,180
365,P01,3,89
366,P02,3,240
366,P05,4,180
367,P05,2,180
367,P06,3,60
367,P01,3,89
368,P02,4,240
369,P06,2,60
369,P01,1,89
370,P01,4,89
371,P07,4,18
372,P03,3,45
372,P04,1,30
373,P01,1,89
374,P02,2,240
374,P01,3,89
375,P03,4,45
375,P03,4,45
376,P01,2,89
377,P03,4,45
377,P02,1,240
378,P05,1,180
378,P04,2,30
378,P02,3,240
379,P05,4,180
379,P06,4,60
379,P01,1,89
380,P01,3,89
381,P03,4,45
381,P03,3,45
381,P01,3,89
382,P01,4,89
382,P07,2,18
382,P01,3,89
383,P03,1,45
383,P06,4,60
384,P05,4,180
384,P06,3,60
384,P07,1,18
385,P04,2,30
385,P07,1,18
385,P02,2,240
386,P05,2,180
386,P05,4,180
387,P01,3,89
387,P01,1,89
387,P03,2,45
388,P05,2,180
389,P04,3,30
390,P02,4,240
390,P01,1,89
390,P01,3,89
391,P01,4,89
392,P07,1,18
392,P01,4,89
393,P05,2,180
393,P06,3,60
393,P06,2,60
394,P03,3,45
395,P02,1,240
395,P01,4,89
396,P05,1,180
396,P07,3,18
397,P07,2,18
397,P03,1,45
398,P03,3,45
398,P03,3,45
398,P01,2,-89
399,P03,4,45
400,P02,2,240
400,P04,4,30
400,P02,3,240
401,P04,1,30
402,P04,1,30
403,P03,1,45
403,P05,4,180
404,P02,3,240
405,P02,1,240
406,P05,2,180
406,P01,2,89
407,P04,4,30
408,P05,3,180
408,P03,3,45
409,P05,1,180
409,P04,2,30
410,P07,1,18
410,P06,2,60
410,P04,1,30
411,P04,1,30
412,P01,2,89
413,P04,1,30
413,P07,1,18
414,P04,3,30
414,P07,2,18
414,P04,4,30
415,P03,4,45
415,P02,1,240
415,P03,3,45
416,P04,4,30
416,P04,4,30
417,P03,1,45
417,P07,1,18
418,P03,4,45
418,P03,2,45
419,P02,2,240
419,P07,4,18
420,P06,4,60
420,P06,2,60
420,P02,3,240
421,P03,1,45
422,P02,3,240
422,P02,2,240
423,P04,1,30
424,P06,1,60
424,P02,3,240
424,P04,1,30
425,P01,4,89
426,P01,3,89
427,P05,4,180
427,P05,3,180
428,P07,2,18
428,P01,3,89
429,P05,4,180
430,P03,3,45
430,P04,1,30
430,P04,4,30
431,P07,4,18
432,P04,3,30
433,P03,2,45
433,P06,1,60
433,P01,2,89
434,P04,4,30
435,P05,4,180
435,P05,1,180
436,P04,2,30
436,P04,1,30
437,P03,2,45
437,P03,4,45
437,P06,4,60
438,P02,2,240
438,P01,2,-89
438,P02,4,240
439,P04,1,30
440,P04,4,30
440,P04,3,30
441,P01,3,89
441,P06,1,60
442,P06,3,60
442,P07,3,18
442,P07,3,18
443,P01,3,89
443,P02,3,240
443,P06,3,60
444,P04,4,30
444,P04,4,30
445,P04,2,30
446,P04,1,30
446,P04,1,30
447,P06,2,60
447,P02,1,240
448,P01,2,89
448,P05,4,180
448,P06,4,60
449,P06,1,60
449,P01,2,89
450,P04,2,30
450,P01,2,89
450,P03,2,45
451,P04,4,30
452,P01,4,89
452,P04,3,30
452,P07,4,18
453,P02,2,240
454,P05,2,180
454,P04,1,30
455,P02,1,240
456,P05,4,180
456,P06,4,60
457,P03,3,45
457,P05,3,180
458,P06,3,60
458,P04,1,30
458,P07,2,18
459,P01,2,89
460,P07,4,18
460,P02,1,240
461,P02,1,240
462,P05,2,180
463,P03,3,45
463,P02,4,240
464,P05,2,180
465,P01,2,89
465,P05,4,180
465,P05,1,180
466,P06,4,60
466,P02,2,240
467,P05,3,180
467,P01,3,89
467,P05,4,180
468,P02,1,240
469,P04,4,30
470,P01,4,89
471,P01,1,89
472,P05,1,180
472,P03,4,45
472,P05,4,180
473,P04,4,30
473,P06,1,60
474,P01,3,89
475,P07,2,18
475,P05,1,180
475,P04,2,30
476,P02,1,240
477,P03,1,45
477,P01,1,89
477,P07,4,18
478,P07,2,18
478,P03,1,45
479,P06,2,60
480,P06,2,60
480,P05,4,180
481,P07,2,18
481,P01,4,89
482,P07,4,18
482,P07,3,18
482,P05,1,180
483,P06,1,60
484,P07,1,18
485,P02,1,240
485,P03,1,45
485,P04,2,30
486,P05,1,180
486,P01,3,89
486,P02,4,240
487,P05,1,180
487,P03,3,45
487,P04,2,30
488,P01,1,89
489,P01,3,89
489,P05,1,180
490,P07,2,18
490,P04,1,30
491,P01,1,89
491,P03,4,45
492,P02,4,240
492,P06,3,60
492,P06,4,60
493,P04,4,30
494,P07,2,18
495,P07,1,18
495,P07,4,18
495,P02,4,240
496,P07,3,18
496,P06,1,60
496,P07,1,18
497,P06,1,60
497,P05,4,180
497,P07,2,18
498,P04,2,30
498,P07,3,18
498,P03,4,45
499,P04,4,30
499,P03,4,45
500,P06,4,60
501,P04,2,30
501,P06,2,60
501,P03,3,45
502,P07,4,18
503,P02,3,240
504,P05,1,180
505,P05,1,180
505,P04,1,30
505,P04,3,30
506,P06,2,60
507,P06,3,60
508,P03,1,45
508,P05,1,180
509,P02,4,240
510,P03,1,45
510,P07,1,18
511,P06,1,60
511,P07,4,18
512,P02,2,240
513,P06,2,60
513,P03,4,45
514,P04,1,30
514,P02,1,240
515,P02,2,240
515,P07,1,18
516,P05,2,180
516,P02,2,240
516,P05,3,180
517,P04,2,30
517,P05,1,180
517,P06,1,60
518,P02,3,240
518,P02,1,240
519,P03,4,45
520,P02,2,240
520,P02,2,240
521,P05,1,180
522,P01,1,89
523,P07,4,18
523,P06,2,60
524,P03,2,45
524,P04,1,30
525,P05,4,180
525,P02,1,240
525,P05,4,180
526,P05,1,180
527,P03,1,45
527,P03,3,45
527,P06,3,60
528,P07,3,18
528,P07,4,18
529,P04,1,30
530,P07,2,18
530,P01,3,89
531,P01,1,89
532,P02,3,240
532,P01,2,89
533,P02,2,240
533,P05,4,180
534,P06,1,60
534,P01,3,89
535,P05,1,180
535,P07,4,18
536,P05,4,180
536,P04,1,30
537,P04,4,30
537,P06,2,60
537,P01,4,89
538,P03,3,45
538,P06,3,60
539,P07,1,18
539,P06,3,60
539,P06,2,60
540,P06,4,60
541,P07,1,18
542,P02,1,240
543,P02,2,240
544,P04,2,30
544,P03,4,45
545,P02,2,240
545,P05,2,180
545,P01,2,89
546,P03,3,45
546,P02,3,240
546,P03,2,45
547,P02,1,240
547,P04,4,30
547,P01,1,89
548,P07,1,18
548,P01,3,89
548,P02,2,240
549,P07,1,18
549,P05,1,180
549,P02,4,240
550,P04,2,30
550,P05,2,180
550,P05,2,180
551,P06,1,60
551,P04,4,30
552,P07,3,18
553,P07,2,18
553,P02,3,240
554,P07,1,18
554,P04,1,30
555,P07,3,18
555,P05,1,180
555,P03,2,45
556,P03,2,45
557,P04,2,30
558,P05,2,180
558,P07,4,18
559,P02,1,240
560,P03,2,45
560,P05,1,180
561,P02,4,240
561,P05,1,180
562,P05,1,180
562,P07,3,18
562,P03,2,45
563,P07,2,18
563,P03,3,45
564,P01,4,89
564,P06,1,60
565,P03,1,45
565,P05,1,180
565,P02,4,240
566,P03,4,45
567,P01,3,89
567,P01,1,89
568,P03,4,45
569,P02,4,240
570,P03,2,45
570,P05,4,180
570,P02,2,240
571,P07,4,18
571,P05,1,180
572,P01,3,89
572,P05,4,180
573,P02,2,240
574,P06,3,60
574,P07,3,18
575,P03,4,45
575,P02,1,240
576,P02,4,240
576,P05,1,180
576,P07,4,18
577,P01,2,89
577,P03,1,45
578,P05,2,180
579,P05,1,180
579,P05,1,180
579,P03,1,45
580,P05,4,180
580,P03,3,45
581,P02,2,240
582,P02,2,240
583,P03,3,45
584,P05,2,180
584,P01,1,89
584,P02,4,240
585,P07,2,18
585,P04,1,30
585,P01,4,89
586,P07,4,18
586,P07,3,18
586,P01,3,89
587,P02,4,240
588,P03,4,45
588,P01,2,89
589,P04,4,30
589,P02,4,240
590,P02,1,240
590,P01,1,89
590,P04,1,30
591,P05,2,180
591,P02,4,240
592,P05,1,180
593,P05,2,180
593,P01,2,89
593,P04,3,30
594,P03,4,45
594,P06,3,60
594,P05,3,180
595,P06,1,60
595,P01,3,89
596,P07,4,18
597,P07,3,18
598,P02,3,240
599,P03,3,45
599,P04,2,30
600,P07,2,18
601,P02,1,240
601,P06,3,60
601,P02,3,240
602,P03,2,45
603,P02,4,240
603,P06,2,60
603,P04,3,30
604,P02,2,240
604,P05,3,180
605,P02,2,240
606,P01,2,89
606,P07,4,18
607,P03,2,45
608,P01,4,89
608,P01,2,89
608,P07,3,18
609,P07,3,18
609,P02,4,240
609,P05,4,180
610,P07,3,18
610,P01,4,89
611,P06,4,60
612,P05,4,180
613,P04,4,30
613,P02,3,240
613,P04,3,30
614,P05,3,180
614,P01,3,89
614,P04,1,30
615,P03,1,45
616,P07,1,18
616,P07,1,18
616,P01,1,89
617,P07,1,18
617,P01,1,89
617,P04,2,30
618,P03,4,45
618,P03,2,45
619,P04,1,30
619,P02,1,240
619,P04,3,30
620,P03,2,45
620,P04,2,30
621,P01,1,89
621,P03,3,45
622,P07,1,18
623,P05,1,180
623,P03,2,45
624,P03,2,45
624,P05,1,180
624,P06,3,60
625,P02,2,240
625,P01,3,89
625,P04,2,30
626,P07,1,18
626,P05,4,180
626,P02,1,240
627,P04,3,30
628,P07,1,18
628,P04,4,30
629,P02,2,240
630,P01,4,89
630,P07,1,18
630,P01,3,89
631,P03,1,45
631,P01,1,89
632,P05,2,180
633,P02,4,240
633,P05,3,180
633,P06,4,60
634,P02,1,240
634,P02,4,240
635,P01,4,89
635,P05,1,180
636,P07,3,18
636,P05,3,180
637,P02,3,240
638,P03,2,45
638,P01,4,89
638,P04,4,30
639,P04,2,30
639,P06,4,60
639,P04,1,30
640,P05,4,180
640,P02,3,240
640,P06,3,60
641,P02,3,240
641,P03,2,45
642,P05,2,180
643,P02,1,240
643,P04,3,30
644,P07,4,18
644,P01,4,89
644,P04,3,30
645,P07,3,18
645,P02,4,240
645,P05,3,180
646,P01,1,89
647,P01,4,89
647,P03,4,45
647,P02,1,240
648,P02,2,240
649,P01,1,89
649,P07,4,18
649,P02,2,240
650,P07,2,18
650,P01,3,89
650,P01,3,89
651,P02,3,240
652,P05,3,180
653,P04,1,30
654,P07,3,18
654,P01,3,89
655,P04,3,30
656,P05,1,180
656,P05,3,180
657,P07,2,18
657,P05,2,180
658,P03,1,45
658,P03,4,45
659,P07,2,18
659,P01,1,89
660,P04,1,30
661,P05,2,180
661,P01,3,89
662,P03,4,45
662,P07,3,18
662,P07,1,18
663,P01,1,89
664,P02,4,240
665,P07,2,18
665,P06,2,60
665,P06,1,60
666,P04,4,30
667,P05,1,180
668,P01,1,89
669,P04,4,30
669,P02,2,240
669,P02,1,240
670,P07,3,18
670,P01,4,89
671,P06,1,60
671,P04,3,30
672,P01,3,89
672,P07,3,18
673,P07,2,18
673,P06,4,60
673,P03,2,45
674,P05,3,180
675,P02,2,240
675,P04,2,30
676,P07,2,18
676,P05,3,180
677,P02,1,240
678,P01,2,89
678,P03,4,45
679,P06,2,60
679,P04,2,30
680,P05,1,180
680,P05,1,180
681,P07,1,18
681,P07,1,18
681,P05,3,180
682,P02,1,240
682,P02,4,240
682,P06,2,60
683,P03,1,45
684,P07,1,18
684,P03,1,45
684,P01,1,89
685,P03,1,45
686,P04,4,30
686,P06,4,60
687,P03,2,45
687,P01,2,89
687,P03,2,45
688,P02,4,240
688,P01,3,89
688,P05,1,180
689,P07,2,18
689,P06,4,60
689,P01,1,89
690,P01,1,89
690,P02,3,240
690,P04,2,30
691,P01,2,89
691,P02,4,240
691,P06,1,60
692,P06,1,60
693,P01,4,89
694,P02,1,240
694,P02,3,240
694,P03,4,45
695,P03,4,45
696,P04,4,30
696,P03,2,45
696,P05,2,180
697,P06,4,60
697,P03,2,45
697,P07,3,18
698,P07,4,18
698,P03,2,45
699,P04,4,30
700,P06,2,60
700,P04,1,30
701,P04,3,30
701,P03,2,45
702,P01,3,89
702,P02,1,240
703,P01,4,89
704,P05,4,180
704,P03,2,45
705,P01,2,89
705,P06,1,60
705,P02,1,240
706,P05,1,180
707,P03,4,45
707,P07,3,18
707,P03,1,45
708,P02,1,240
708,P06,3,60
708,P05,4,180
709,P02,3,240
710,P06,4,60
710,P07,3,18
710,P06,2,60
711,P01,4,89
711,P01,1,89
712,P02,3,240
712,P02,2,240
713,P05,4,180
714,P05,3,180
714,P04,2,30
715,P04,2,30
716,P06,1,60
716,P07,1,18
717,P01,4,89
717,P06,2,60
717,P03,4,45
718,P03,1,45
718,P01,3,89
718,P06,4,60
719,P04,4,30
720,P04,1,30
720,P07,2,18
721,P05,2,180
721,P07,3,18
722,P05,1,180
722,P03,2,45
723,P03,2,45
723,P04,1,30
723,P02,3,240
724,P06,3,60
725,P06,4,60
725,P07,1,18
725,P01,3,89
726,P01,4,89
727,P02,1,240
727,P07,3,18
728,P06,3,60
728,P06,4,60
729,P02,4,240
729,P07,2,18
730,P01,2,89
730,P03,4,45
731,P04,1,30
732,P01,3,89
732,P05,2,180
733,P01,2,89
733,P06,2,60
734,P06,2,60
734,P02,2,240
735,P02,4,240
736,P01,2,89
736,P05,1,180
737,P04,1,30
737,P02,2,240
738,P02,2,240
738,P05,3,180
739,P01,4,89
739,P01,1,89
740,P04,1,30
740,P07,2,18
741,P01,1,89
742,P02,3,240
743,P03,1,45
743,P03,4,45
743,P04,2,30
744,P01,4,89
744,P01,2,89
744,P02,3,240
745,P02,1,240
745,P03,2,45
745,P02,2,240
746,P05,3,180
747,P02,4,240
747,P01,1,89
748,P07,1,18
749,P01,1,89
750,P07,2,18
750,P04,2,30
750,P04,3,30
751,P05,3,180
751,P02,3,240
752,P06,3,60
752,P06,1,60
753,P02,2,240
753,P05,1,180
753,P04,2,30
754,P04,1,30
754,P04,3,30
754,P01,1,89
755,P02,3,240
755,P06,3,60
755,P06,3,60
756,P01,1,89
757,P04,2,30
757,P06,2,60
758,P02,3,240
758,P07,2,18
758,P03,3,45
759,P03,1,45
759,P01,3,89
759,P07,1,18
760,P03,1,45
760,P03,1,45
761,P02,2,240
761,P02,1,240
761,P01,2,89
762,P07,3,18
762,P04,4,30
763,P04,1,30
764,P01,2,89
764,P05,2,180
765,P01,4,89
765,P01,1,89
765,P07,2,18
766,P03,2,45
767,P01,2,89
767,P03,4,45
767,P06,4,60
768,P02,4,240
768,P03,3,45
768,P01,2,89
769,P05,1,180
769,P06,3,60
769,P06,4,60
770,P07,3,18
770,P06,1,60
771,P03,1,45
771,P07,2,18
771,P07,2,18
772,P03,1,45
772,P07,1,18
773,P07,4,18
774,P06,1,60
775,P04,4,30
775,P05,3,180
776,P03,4,45
776,P06,4,60
776,P06,3,60
