txn_id,date,account_id,beneficiary_id,amount,channel
149,2024-05-08,2622,8693,37398,branch
150,2024-01-12,1333,6236,183185,web
151,2024-01-08,3432,5164,387281,web
152,2024-01-22,2152,5364,95994,web
153,2024-03-20,461,5270,19478,mobile
154,2024-05-28,656,8656,16182,web
155,2024-01-18,1827,5838,207287,web
156,2024-02-25,747,7678,297967,branch
157,2024-03-20,2354,5955,48123,mobile
158,2024-03-21,3544,7380,181693,web
159,2024-02-24,630,7650,149288,mobile
160,2024-06-09,1707,8039,117587,branch
161,2024-04-14,262,7339,66472,mobile
162,2024-01-14,320,8750,26663,mobile
163,2024-03-02,1939,5579,29881,branch
164,2024-04-24,572,8274,36611,branch
165,2024-05-23,3682,6727,166553,web
166,2024-03-17,79,7762,31519,mobile
167,2024-04-01,361,7345,32167,web
168,2024-02-23,3512,6170,323196,web
169,2024-05-12,3347,5755,34768,branch
170,2024-06-15,3603,5168,382034,mobile
171,2024-02-07,2450,6458,17633,web
172,2024-06-08,3718,6447,8576,web
173,2024-03-14,2166,5280,162302,web
174,2024-02-08,1436,8652,365488,mobile
175,2024-04-30,2043,5457,10397,branch
176,2024-04-02,3983,6075,128573,mobile
177,2024-05-02,1973,6600,190705,mobile
178,2024-06-06,1428,6868,46670,mobile
179,2024-02-04,547,8881,15824,mobile
180,2024-01-06,292,5256,141476,branch
181,2024-05-11,3627,7070,46636,web
182,2024-05-09,3068,6190,177184,mobile
183,2024-05-22,2255,6542,430916,branch
184,2024-05-26,2224,8379,284512,web
185,2024-05-12,3045,7176,9862,branch
186,2024-01-29,912,8947,186701,branch
187,2024-01-07,3737,8667,81998,branch
188,2024-02-23,2986,8247,73259,mobile
189,2024-03-12,2721,7124,14877,web
190,2024-03-13,421,8987,221118,mobile
191,2024-03-18,1375,7455,17163,web
192,2024-02-24,884,7928,14294,branch
193,2024-05-16,635,7418,216157,web
194,2024-01-17,2010,5892,44831,web
195,2024-06-13,2480,8786,25627,branch
196,2024-04-22,224,8550,427292,mobile
197,2024-01-31,530,6401,11460,web
198,2024-05-14,2005,5161,31795,branch
199,2024-01-25,1324,6067,8520,branch
200,2024-05-13,2144,8387,93534,branch
201,2024-02-21,443,5882,135133,branch
202,2024-02-11,930,6216,317673,web
203,2024-01-18,3244,5558,59396,web
204,2024-02-08,2393,8311,72487,branch
205,2024-01-02,942,6946,68627,web
206,2024-03-09,2001,5225,177385,web
207,2024-02-19,352,7491,316320,web
208,2024-06-07,3575,6864,28144,branch
209,2024-01-26,534,5466,234734,branch
210,2024-01-23,2698,8579,202942,branch
211,2024-04-21,1821,5424,36438,branch
212,2024-01-27,2632,8842,41063,web
213,2024-05-02,2452,8765,39325,branch
214,2024-03-19,3856,8533,14224,branch
215,2024-01-03,3580,5705,296736,branch
216,2024-01-03,3113,5957,29597,mobile
217,2024-01-03,969,5710,168956,mobile
218,2024-01-24,3520,8909,20089,mobile
219,2024-06-08,1577,5656,164018,mobile
220,2024-04-02,3137,6706,387207,web
221,2024-05-10,1560,5068,310471,branch
222,2024-05-21,2636,6396,17117,branch
223,2024-03-26,1422,7800,36159,mobile
224,2024-01-24,2576,5507,17230,branch
225,2024-04-07,2225,5923,79326,web
226,2024-04-30,2633,6044,153940,branch
227,2024-05-19,2218,8423,50736,branch
228,2024-02-05,2052,6178,43805,mobile
229,2024-05-10,290,8978,279418,web
230,2024-03-07,3970,6477,22088,web
231,2024-02-10,1400,7811,313107,mobile
232,2024-01-14,3292,7793,83473,branch
233,2024-06-03,1981,6535,35551,mobile
234,2024-05-09,3689,7425,209965,web
235,2024-04-08,388,6448,155209,web
236,2024-05-08,1410,6009,141502,web
237,2024-05-25,1110,6003,19925,mobile
238,2024-06-21,3063,5106,28662,web
239,2024-03-10,3869,8508,11004,web
240,2024-06-20,675,7910,10602,branch
241,2024-03-26,2160,6694,46990,branch
242,2024-03-11,1383,6041,349489,branch
243,2024-04-24,2523,6933,382327,branch
244,2024-04-10,2333,7426,78494,web
245,2024-03-12,95,6772,27890,mobile
246,2024-06-25,951,6854,94253,mobile
247,2024-04-13,1997,5435,67049,web
248,2024-06-28,2041,5406,284877,mobile
249,2024-03-28,2214,6123,23479,web
250,2024-04-03,1342,8624,20689,branch
251,2024-02-09,1952,5712,118932,mobile
252,2024-02-05,3476,7395,78369,mobile
253,2024-03-03,2337,8002,15267,mobile
254,2024-03-21,2006,7350,189271,branch
255,2024-04-16,1986,5200,55768,branch
256,2024-01-18,3681,5169,251184,web
257,2024-01-11,2667,7219,35628,branch
258,2024-03-07,1253,7093,105549,branch
259,2024-04-21,248,7675,307149,branch
260,2024-04-08,2719,5126,28839,web
261,2024-02-25,3614,5729,44036,mobile
262,2024-06-11,701,7354,98560,branch
263,2024-01-05,3555,6012,49262,branch
264,2024-05-28,3180,7549,23836,mobile
265,2024-02-13,2905,5401,362458,mobile
266,2024-03-06,1247,5253,135021,branch
267,2024-03-26,830,5422,284151,web
268,2024-01-08,2119,5836,109334,branch
269,2024-03-26,2299,8788,16764,mobile
270,2024-03-21,1612,6077,31903,mobile
271,2024-04-16,662,8469,28252,mobile
272,2024-01-01,2985,7750,302065,mobile
273,2024-01-18,1207,7721,31058,mobile
274,2024-06-11,3536,8741,266432,branch
275,2024-05-28,2814,8185,386026,web
276,2024-02-25,97,5748,301203,web
277,2024-04-21,1532,8531,73614,branch
278,2024-05-30,677,5750,48342,branch
279,2024-02-20,2482,8600,124618,branch
280,2024-06-15,1232,8459,11364,branch
281,2024-01-27,1046,7705,22675,web
282,2024-02-07,1287,6211,40876,mobile
283,2024-06-05,3118,8989,312352,branch
284,2024-02-27,2893,6358,22636,mobile
285,2024-03-13,1623,8809,12770,branch
286,2024-04-18,3705,7447,14372,web
287,2024-03-12,2635,5154,94000,mobile
288,2024-01-06,1810,5728,191619,web
289,2024-01-22,3617,8462,326268,mobile
290,2024-02-23,763,5796,196105,branch
291,2024-04-26,2805,6065,65455,web
292,2024-02-01,3250,5936,13713,web
293,2024-01-18,2727,8201,14662,mobile
294,2024-02-25,2133,6150,29210,branch
295,2024-02-26,659,5139,83009,web
296,2024-02-15,3682,8113,238911,web
297,2024-01-01,2634,6030,318356,branch
298,2024-06-17,704,6788,202355,branch
299,2024-03-29,1697,6517,62627,mobile
300,2024-03-16,2371,8288,111637,mobile
301,2024-03-30,1750,6483,124985,branch
302,2024-05-24,2035,5075,11514,mobile
303,2024-01-18,3740,7607,213456,branch
304,2024-05-29,1460,5045,15250,branch
305,2024-03-20,1364,8986,294552,mobile
306,2024-05-07,956,6591,8483,branch
307,2024-02-23,1213,8234,158599,web
308,2024-06-16,3104,8760,17211,web
309,2024-02-10,3518,7364,34101,branch
310,2024-04-07,2376,5239,273509,web
311,2024-06-20,687,5697,324829,branch
312,2024-05-09,1219,8477,9042,web
313,2024-03-16,3918,6285,13099,web
314,2024-01-28,358,6916,382911,branch
315,2024-04-14,3483,8054,171013,web
316,2024-03-03,2396,5500,304946,web
317,2024-03-01,2189,5453,11895,web
318,2024-01-03,2526,6283,13218,mobile
319,2024-03-14,160,6926,208156,branch
320,2024-04-19,3572,7753,63705,web
321,2024-02-14,792,7374,171193,branch
322,2024-06-17,3872,7225,261228,web
323,2024-03-11,2690,8177,103222,mobile
324,2024-01-23,2981,7964,50753,web
325,2024-02-08,916,5493,84399,branch
326,2024-02-07,3012,6539,51277,web
327,2024-03-17,1143,7723,383417,web
328,2024-03-18,1988,5753,270285,mobile
329,2024-06-11,652,6534,10863,mobile
330,2024-01-11,2969,5426,243899,web
331,2024-01-05,678,8835,12924,mobile
332,2024-01-11,331,6673,119453,branch
333,2024-05-22,1765,5833,85544,mobile
334,2024-01-19,3530,6351,74039,branch
335,2024-02-09,3676,6218,55058,mobile
336,2024-05-27,1897,5211,19536,mobile
337,2024-04-22,2492,6288,22090,mobile
338,2024-02-07,938,8125,46705,branch
339,2024-04-09,2023,5439,15953,mobile
340,2024-05-25,1760,6343,322619,web
341,2024-02-22,316,5185,102066,web
342,2024-03-15,1152,6675,149118,branch
343,2024-01-14,3813,7031,124360,web
344,2024-03-15,243,5915,85901,web
345,2024-05-27,3582,7278,27602,web
346,2024-02-28,781,7617,58051,web
347,2024-03-10,3840,6837,255609,branch
348,2024-04-24,3019,5120,83540,branch
349,2024-04-21,180,5007,176727,mobile
350,2024-03-20,2419,6437,18672,mobile
351,2024-02-08,816,6310,45354,mobile
352,2024-01-29,3004,6812,186266,branch
353,2024-02-26,2623,5984,67713,mobile
354,2024-06-19,616,7160,166411,branch
355,2024-04-30,2909,5162,8690,branch
356,2024-01-18,3756,5135,32121,mobile
357,2024-05-28,2899,6358,15324,branch
358,2024-01-23,3421,6740,22085,mobile
359,2024-06-22,1354,8365,108746,mobile
360,2024-02-27,3555,5388,13413,branch
361,2024-04-08,2588,7285,128722,mobile
362,2024-01-17,3882,7513,8327,mobile
363,2024-02-01,1536,5898,96315,mobile
364,2024-02-21,2115,7093,44773,branch
365,2024-03-01,146,6359,9057,web
366,2024-04-01,470,8468,14826,mobile
367,2024-03-19,3661,6657,29057,mobile
368,2024-05-07,2707,6691,63383,web
369,2024-04-24,3802,5518,387902,mobile
370,2024-04-22,3967,7546,202220,mobile
371,2024-03-01,1249,6596,25063,web
372,2024-03-13,1709,7705,262553,branch
373,2024-01-02,360,7302,24697,branch
374,2024-05-31,3622,6514,117112,mobile
375,2024-03-13,999,7728,78036,web
376,2024-04-16,2928,7944,400036,web
377,2024-04-27,1575,5755,21159,mobile
378,2024-05-12,1208,7738,77651,web
379,2024-02-05,2137,5845,210669,mobile
380,2024-05-21,2992,7962,285109,branch
381,2024-02-25,2920,5447,17491,web
382,2024-02-16,2113,6158,18342,web
383,2024-04-21,291,8683,162011,branch
384,2024-06-14,2528,6569,21949,mobile
385,2024-04-11,2902,8226,130303,mobile
386,2024-04-02,3107,7474,94064,branch
387,2024-06-26,2218,7327,20973,branch
388,2024-05-12,2161,8951,160751,branch
389,2024-01-17,3774,8997,70321,mobile
390,2024-06-11,347,6592,360501,web
391,2024-04-25,2688,8707,30413,mobile
392,2024-04-03,3411,5963,48950,mobile
393,2024-05-23,3427,6863,15209,mobile
394,2024-02-23,2177,5413,104725,web
395,2024-01-18,3846,5945,295063,mobile
396,2024-05-09,3546,8172,60660,mobile
397,2024-06-17,1289,6910,14808,web
398,2024-03-27,304,6009,10140,branch
399,2024-06-20,2355,8419,178121,branch
400,2024-01-22,2456,7185,10713,web
401,2024-05-02,2046,8975,8318,mobile
402,2024-06-29,1884,8255,15857,web
403,2024-01-24,2633,6308,64234,branch
404,2024-04-15,610,5855,79044,branch
405,2024-05-08,1979,8694,19881,branch
406,2024-01-30,2110,5985,286220,web
407,2024-02-19,3512,5471,20986,branch
408,2024-03-13,151,7904,74980,branch
409,2024-05-11,3759,5152,38660,web
410,2024-06-25,1842,8735,10959,mobile
411,2024-01-22,2607,5447,9859,branch
412,2024-06-20,2209,6534,203548,web
413,2024-01-12,2481,6441,377680,web
414,2024-06-25,3857,5111,31102,branch
415,2024-02-28,3725,6399,12587,branch
416,2024-01-19,2474,8597,47767,branch
417,2024-05-11,2773,5436,171483,branch
418,2024-03-30,2264,8892,16977,mobile
419,2024-01-27,1628,7805,33710,branch
420,2024-04-13,104,7865,17286,mobile
421,2024-04-18,3782,7119,59051,web
422,2024-05-18,673,5874,15369,branch
423,2024-05-18,3442,6726,29453,web
424,2024-02-07,30,5991,9954,branch
425,2024-04-18,1851,5733,148667,branch
426,2024-05-13,3649,8572,312006,web
427,2024-02-16,3054,8449,132071,mobile
428,2024-05-28,1713,8695,9566,mobile
429,2024-06-24,1696,7112,15397,branch
430,2024-05-19,3043,6793,48812,web
431,2024-04-07,1782,7314,60290,branch
432,2024-02-05,428,5760,159366,branch
433,2024-01-25,3912,8474,17714,web
434,2024-03-07,1735,7186,412611,branch
435,2024-05-02,1652,8557,8954,web
436,2024-02-08,122,8385,214859,branch
437,2024-05-07,1590,5003,9314,mobile
438,2024-05-08,2379,7799,12163,web
439,2024-03-29,2577,6962,322956,branch
440,2024-03-04,1920,6469,166353,branch
441,2024-04-01,3889,5532,251348,branch
442,2024-04-29,1689,6721,18094,web
443,2024-02-28,3765,7143,11837,mobile
444,2024-06-24,1341,5379,53088,web
445,2024-06-11,1358,8624,227500,web
446,2024-03-21,3841,8871,37817,web
447,2024-02-27,2658,7265,23929,branch
448,2024-01-20,278,6772,78479,web
449,2024-04-15,823,7389,392569,branch
450,2024-02-10,3554,7992,26295,branch
451,2024-05-05,1723,5027,38981,branch
452,2024-05-07,814,7027,32201,branch
453,2024-05-07,2654,8332,11732,web
454,2024-02-10,2405,5915,74560,mobile
455,2024-05-26,2396,5705,20713,mobile
456,2024-04-04,931,7854,257399,mobile
457,2024-01-15,2221,6542,47356,web
458,2024-02-09,2946,8155,207374,branch
459,2024-06-28,2508,5072,262600,mobile
460,2024-01-22,1176,6647,123161,branch
461,2024-04-23,2362,8557,117960,web
462,2024-03-21,2187,7901,68956,web
463,2024-03-16,2489,5014,280192,web
464,2024-05-10,346,7128,9459,branch
465,2024-04-04,654,7177,22030,branch
466,2024-02-11,2998,7463,11208,mobile
467,2024-04-17,2672,8651,57559,web
468,2024-05-19,3259,7858,103463,mobile
469,2024-04-21,326,5590,76309,branch
470,2024-01-07,3009,7241,115747,mobile
471,2024-01-24,3005,6767,284976,web
472,2024-03-31,662,7179,23252,mobile
473,2024-01-03,2607,5073,15411,web
474,2024-04-19,1552,5272,21710,mobile
475,2024-06-05,1494,8378,87331,web
476,2024-06-15,2353,8139,300511,web
477,2024-01-05,3326,7620,8997,branch
478,2024-03-08,2223,7426,60316,branch
479,2024-04-29,667,5235,65852,mobile
480,2024-06-14,1569,7964,13572,mobile
481,2024-05-24,1586,5775,168102,mobile
482,2024-03-20,1612,5302,32083,branch
483,2024-02-10,399,5084,10783,branch
484,2024-03-19,1710,5654,256267,web
485,2024-02-28,1305,5021,9151,web
486,2024-05-10,3780,7907,130303,branch
487,2024-06-21,392,5492,60902,web
488,2024-06-24,1448,6248,231410,mobile
489,2024-05-01,3464,5000,193064,mobile
490,2024-01-10,1031,6145,50820,web
491,2024-04-12,622,5046,32334,mobile
492,2024-05-15,3306,5325,29577,mobile
493,2024-04-26,3843,6900,430901,branch
494,2024-02-29,2549,6227,310527,branch
495,2024-01-01,1084,5759,101496,web
496,2024-03-08,3746,6312,387477,web
497,2024-01-31,86,7310,232460,mobile
498,2024-01-16,1462,5017,343414,mobile
499,2024-06-24,3120,5459,16441,branch
500,2024-06-07,3845,8149,202159,web
501,2024-01-28,887,7873,248375,branch
502,2024-06-27,3890,5408,230830,branch
503,2024-06-23,3670,8012,21655,web
504,2024-02-28,614,5885,188805,branch
505,2024-04-19,3120,7017,23545,branch
506,2024-01-23,551,6775,112656,web
507,2024-05-15,2737,8165,23738,web
508,2024-04-03,21,7764,38997,web
509,2024-02-12,3725,5114,49993,branch
510,2024-02-08,2472,6577,20172,mobile
511,2024-04-19,1390,8830,57654,web
512,2024-03-12,1789,5350,14794,branch
513,2024-06-08,2157,7352,65534,mobile
514,2024-06-12,3382,6164,36707,web
515,2024-05-23,617,5627,130834,mobile
516,2024-02-05,3021,6280,15412,web
517,2024-03-21,2215,5642,19193,mobile
518,2024-06-27,343,6853,9155,web
519,2024-01-13,335,6494,39697,mobile
520,2024-03-26,724,8183,342601,mobile
521,2024-01-27,3064,5879,148908,mobile
522,2024-01-11,1176,7336,13320,web
523,2024-02-09,2871,7163,14004,branch
524,2024-03-29,2286,5340,14251,branch
525,2024-03-04,2259,7858,14813,web
526,2024-01-05,255,6481,77489,web
527,2024-06-12,2237,8347,180172,mobile
528,2024-05-10,1975,8650,10308,web
529,2024-02-13,2585,6160,84112,mobile
530,2024-03-22,1229,8599,115021,branch
531,2024-02-29,1488,5414,330530,web
532,2024-02-21,2518,8446,263314,branch
533,2024-01-19,3531,5334,16441,web
534,2024-04-27,2226,5212,173746,mobile
535,2024-03-26,1508,6388,319038,mobile
536,2024-05-01,1829,6753,9838,branch
537,2024-06-23,3195,7665,89141,branch
538,2024-01-10,114,8429,8860,branch
539,2024-06-18,1501,7074,317080,mobile
540,2024-01-20,1938,6523,57709,mobile
541,2024-06-09,1454,8857,156481,mobile
542,2024-02-04,3369,7938,58902,web
543,2024-04-24,530,5126,13113,web
544,2024-02-27,2193,6426,16057,mobile
545,2024-01-29,195,5938,93854,mobile
546,2024-03-13,124,8729,11136,branch
547,2024-06-13,2399,7868,14510,web
548,2024-04-13,3793,6748,43116,web
549,2024-01-27,1425,6707,167097,web
550,2024-06-27,956,7571,303204,web
551,2024-05-13,3192,5682,8350,mobile
552,2024-02-27,1719,8978,14128,mobile
553,2024-04-20,1071,7014,107421,mobile
554,2024-04-16,968,7332,19008,mobile
555,2024-01-24,1792,7776,30336,branch
556,2024-05-21,1115,8614,78558,mobile
557,2024-04-27,1292,7212,256297,web
558,2024-06-09,2742,5181,264889,branch
559,2024-06-19,2680,6139,122825,mobile
560,2024-02-10,194,5789,34912,mobile
561,2024-05-11,1093,8078,10422,web
562,2024-06-05,2713,7763,8612,mobile
563,2024-04-29,1329,6510,15421,branch
564,2024-06-10,2727,7249,14709,mobile
565,2024-02-27,2082,7522,415569,web
566,2024-03-12,533,7377,57399,branch
567,2024-06-01,3517,6147,116082,branch
568,2024-05-21,170,6258,187662,branch
569,2024-01-18,3163,8385,9332,mobile
570,2024-05-14,3985,6246,10570,mobile
571,2024-02-29,2854,7243,42702,branch
572,2024-05-06,505,7995,8613,web
573,2024-06-15,2977,8657,18422,mobile
574,2024-02-26,3009,8936,100067,branch
575,2024-03-15,1851,7770,128340,mobile
576,2024-03-01,1846,8995,21566,branch
577,2024-05-21,1922,6415,30253,branch
578,2024-05-09,3409,7962,179337,branch
579,2024-04-07,2828,8584,275121,mobile
580,2024-02-19,1880,8216,83101,mobile
581,2024-04-14,539,8794,384709,mobile
582,2024-06-25,3790,8691,73881,branch
583,2024-02-14,3993,8591,22654,branch
584,2024-02-06,3201,8267,47556,web
585,2024-03-26,98,7300,40204,branch
586,2024-03-31,307,8553,24169,branch
587,2024-03-20,986,8801,11701,web
588,2024-05-02,3600,6380,27416,mobile
589,2024-01-05,187,6803,75052,web
590,2024-01-08,762,6661,89887,branch
591,2024-01-26,3210,7061,9362,mobile
592,2024-02-11,1377,7693,47840,web
593,2024-03-23,1110,8476,199910,web
594,2024-06-07,2643,8885,38234,branch
595,2024-03-13,3258,6304,269783,branch
596,2024-05-15,2735,6373,144488,mobile
597,2024-05-13,3926,8042,349804,mobile
598,2024-06-02,2641,6436,341160,web
599,2024-06-22,2758,8105,10875,mobile
600,2024-02-24,3314,5191,164033,web
601,2024-03-05,1917,7603,300486,mobile
602,2024-01-12,2219,7053,112737,web
603,2024-05-24,2929,8369,144477,web
604,2024-06-16,938,5068,9889,mobile
605,2024-06-06,2321,8390,270338,web
606,2024-02-28,2799,6808,31443,web
607,2024-05-26,1179,8967,204401,web
608,2024-06-27,1629,5175,350345,branch
609,2024-05-14,2121,8728,332341,mobile
610,2024-04-29,1118,7642,44792,web
611,2024-01-16,52,8112,347196,mobile
612,2024-01-31,1952,7152,34943,branch
613,2024-06-24,2724,8540,33628,branch
614,2024-03-25,331,6652,11858,mobile
615,2024-04-15,3830,5316,291730,mobile
616,2024-02-07,3753,5994,250429,mobile
617,2024-04-01,1319,6698,26525,mobile
618,2024-01-31,1403,8229,429361,branch
619,2024-02-13,3115,5717,116564,mobile
620,2024-06-10,2363,7188,28919,mobile
621,2024-04-07,1751,6536,33893,web
622,2024-03-11,376,7065,312035,branch
623,2024-05-11,683,5599,257309,web
624,2024-06-27,2309,6633,36199,branch
625,2024-01-12,703,5828,25033,mobile
626,2024-01-10,2057,7145,212680,mobile
627,2024-03-21,954,5916,109013,mobile
628,2024-01-05,3616,6941,45103,web
629,2024-03-11,2009,8565,313654,mobile
630,2024-06-14,1689,6740,323906,mobile
631,2024-03-14,2356,5637,75080,mobile
632,2024-02-15,2749,8655,142476,branch
633,2024-03-12,913,8811,418032,branch
634,2024-03-11,3183,8485,203618,mobile
635,2024-01-29,918,7712,257010,web
636,2024-01-12,1265,7949,353194,mobile
637,2024-05-29,1072,5990,56248,branch
638,2024-05-17,3457,6607,151321,web
639,2024-06-13,2403,7483,40636,branch
640,2024-05-10,234,5397,32520,branch
641,2024-06-01,139,7880,95962,branch
642,2024-01-10,1449,8358,106996,branch
643,2024-03-18,1280,6353,341834,web
644,2024-02-15,3488,7338,21704,web
645,2024-04-22,708,6647,107639,web
646,2024-02-13,3375,5015,950956,web
647,2024-03-09,1743,7010,241414,web
648,2024-03-05,3202,6648,12952,branch
649,2024-01-17,1230,7356,17673,web
650,2024-02-06,1404,6568,54347,web
651,2024-03-09,2567,5492,138411,branch
652,2024-06-01,3896,7252,11532,branch
653,2024-01-18,3379,8598,156491,web
654,2024-03-05,1350,7578,8276,mobile
655,2024-04-02,1802,7744,39627,web
656,2024-05-15,198,7628,98424,mobile
657,2024-06-19,674,8282,81326,branch
658,2024-06-26,1543,7515,25776,mobile
659,2024-04-25,1029,6419,28453,mobile
660,2024-06-09,394,5851,138997,web
661,2024-06-24,1824,7020,9235,branch
662,2024-01-29,1448,8091,266805,web
663,2024-03-05,3686,5243,47821,mobile
664,2024-03-25,1062,6660,9585,mobile
665,2024-04-03,3562,5449,38474,web
666,2024-04-29,1992,5786,175932,mobile
667,2024-06-22,3094,7602,11223,mobile
668,2024-02-26,3153,7858,11887,web
669,2024-03-24,458,8510,22368,branch
670,2024-02-24,197,8259,35435,branch
671,2024-05-14,3650,6848,70578,branch
