user_id,signup_date,plan,acquisition,app_version
214,2024-04-28,plus,organic,3.0
215,2024-05-30,free,organic,3.1
216,2024-06-21,free,referral,3.2
217,2024-02-07,pro,paid,3.1
218,2024-03-17,plus,organic,3.1
219,2024-02-05,pro,referral,3.2
220,2024-01-07,pro,referral,3.1
221,2024-01-26,plus,organic,3.0
222,2024-06-01,pro,paid,3.2
223,2024-07-17,pro,organic,3.0
224,2024-02-13,free,referral,3.1
225,2024-03-11,free,paid,3.1
226,2024-06-09,plus,organic,3.0
227,2024-04-02,pro,referral,3.2
228,2024-07-09,free,paid,3.1
229,2024-07-18,plus,organic,3.1
230,2024-04-23,pro,paid,3.1
231,2024-01-13,free,paid,3.2
232,2024-03-26,plus,referral,3.1
233,2024-03-14,plus,referral,3.1
234,2024-04-05,free,organic,3.1
235,2024-01-31,free,organic,3.1
236,2024-01-24,free,paid,3.1
237,2024-04-11,pro,paid,3.1
238,2024-07-15,free,organic,3.1
239,2024-06-16,free,organic,3.0
240,2024-01-19,free,organic,3.0
241,2024-07-05,pro,paid,3.1
242,2024-03-02,pro,referral,3.1
243,2024-01-19,free,organic,3.0
244,2024-01-08,free,organic,3.0
245,2024-06-14,plus,paid,3.2
246,2024-06-22,pro,referral,3.1
247,2024-04-06,free,paid,3.0
248,2024-06-21,free,organic,3.1
249,2024-05-30,free,referral,3.2
250,2024-06-29,plus,paid,3.1
251,2024-07-13,pro,referral,3.2
252,2024-02-02,free,paid,3.1
253,2024-05-07,free,paid,3.0
254,2024-05-07,plus,paid,3.1
255,2024-02-01,free,referral,3.1
256,2024-05-01,pro,referral,3.1
257,2024-06-27,pro,referral,3.0
258,2024-05-01,plus,organic,3.1
259,2024-05-03,free,referral,3.2
260,2024-01-15,pro,organic,3.1
261,2024-02-01,free,referral,3.1
262,2024-02-13,pro,organic,3.1
263,2024-02-10,free,organic,3.1
264,2024-04-24,pro,organic,3.1
265,2024-05-11,plus,organic,3.1
266,2024-06-05,free,paid,3.1
267,2024-05-23,free,organic,3.1
268,2024-05-09,free,referral,3.1
269,2024-04-22,pro,referral,3.1
270,2024-05-13,plus,referral,3.1
271,2024-01-30,plus,referral,3.0
272,2024-04-25,pro,paid,3.1
273,2024-07-16,pro,referral,3.1
274,2024-04-07,pro,paid,3.1
275,2024-01-24,free,paid,3.1
276,2024-03-23,free,organic,3.0
277,2024-05-27,free,organic,3.2
278,2024-05-06,free,paid,3.2
279,2024-02-07,free,referral,3.1
280,2024-05-14,pro,referral,3.0
281,2024-07-18,free,paid,3.1
282,2024-05-19,free,paid,3.1
283,2024-04-13,free,referral,3.1
284,2024-05-03,pro,paid,3.0
285,2024-03-23,pro,referral,3.0
286,2024-01-31,free,organic,3.0
287,2024-01-14,pro,paid,3.1
288,2024-06-16,free,referral,3.1
289,2024-02-11,free,paid,3.2
290,2024-02-19,free,organic,3.2
291,2024-05-29,free,referral,3.1
292,2024-04-11,free,organic,3.2
293,2024-02-01,pro,organic,3.0
294,2024-03-09,free,referral,3.1
295,2024-04-24,free,paid,3.1
296,2024-03-25,free,paid,3.1
297,2024-07-06,free,organic,3.0
298,2024-05-14,free,referral,3.0
299,2024-06-15,free,paid,3.1
300,2024-07-10,free,paid,3.2
301,2024-07-13,plus,organic,3.2
302,2024-02-02,free,paid,3.0
303,2024-01-28,plus,referral,3.1
304,2024-06-28,pro,organic,3.2
305,2024-04-27,pro,referral,3.0
306,2024-02-14,free,referral,3.1
307,2024-04-26,plus,referral,3.1
308,2024-06-16,free,organic,3.1
309,2024-05-15,plus,referral,3.0
310,2024-01-29,free,referral,3.2
311,2024-01-22,plus,paid,3.1
312,2024-02-23,free,organic,3.2
313,2024-05-02,free,referral,3.1
314,2024-03-22,free,referral,3.0
315,2024-07-16,free,organic,3.0
316,2024-04-30,free,referral,3.1
317,2024-04-10,pro,organic,3.2
318,2024-05-24,free,referral,3.1
319,2024-06-16,plus,referral,3.1
320,2024-06-18,plus,organic,3.0
321,2024-02-22,plus,referral,3.0
322,2024-05-11,plus,referral,3.2
323,2024-03-26,pro,paid,3.1
324,2024-06-12,pro,paid,3.1
325,2024-01-02,free,organic,3.0
326,2024-05-08,pro,referral,3.2
327,2024-02-11,plus,paid,3.2
328,2024-02-16,free,organic,3.1
329,2024-04-09,pro,organic,3.2
330,2024-07-16,plus,referral,3.0
331,2024-02-15,plus,organic,3.1
332,2024-06-21,free,paid,3.2
333,2024-07-19,plus,referral,3.0
334,2024-05-08,free,organic,3.1
335,2024-04-29,pro,paid,3.1
336,2024-05-22,free,paid,3.1
337,2024-02-18,free,organic,3.1
338,2024-05-15,free,paid,3.0
339,2024-04-21,free,organic,3.1
340,2024-01-07,pro,paid,3.0
341,2024-02-11,pro,organic,3.1
342,2024-05-19,free,organic,3.2
343,2024-05-16,free,organic,3.2
344,2024-02-03,free,referral,3.0
345,2024-03-29,free,organic,3.2
346,2024-05-09,plus,organic,3.0
347,2024-04-01,pro,referral,3.1
348,2024-03-19,plus,referral,3.1
349,2024-02-28,free,organic,3.1
350,2024-06-18,free,paid,3.1
351,2024-02-13,plus,referral,3.0
352,2024-01-13,free,organic,3.2
353,2024-07-06,pro,referral,3.1
354,2024-01-01,plus,paid,3.0
355,2024-05-27,pro,paid,3.2
356,2024-02-27,pro,referral,3.1
357,2024-07-14,pro,referral,3.0
358,2024-04-06,free,paid,3.1
359,2024-04-19,free,paid,3.1
360,2024-03-08,free,paid,3.1
361,2024-04-13,free,paid,3.1
362,2024-07-05,free,organic,3.0
363,2024-01-24,plus,paid,3.1
364,2024-04-18,plus,referral,3.0
365,2024-03-16,pro,referral,3.2
366,2024-03-23,free,organic,3.0
367,2024-02-25,free,referral,3.0
368,2024-03-09,pro,paid,3.1
369,2024-06-03,free,referral,3.0
370,2024-06-27,free,organic,3.2
371,2024-01-28,plus,organic,3.1
372,2024-06-08,free,organic,3.1
373,2024-05-16,pro,referral,3.0
374,2024-05-15,pro,referral,3.1
375,2024-02-17,plus,paid,3.0
376,2024-06-18,free,paid,3.1
377,2024-04-06,free,paid,3.1
378,2024-04-23,pro,referral,3.0
379,2024-02-14,free,referral,3.1
380,2024-05-17,free,referral,3.1
381,2024-05-18,free,referral,3.0
382,2024-02-25,plus,paid,3.0
383,2024-04-04,pro,paid,3.0
384,2024-06-06,pro,referral,3.1
385,2024-04-26,pro,referral,3.1
386,2024-02-18,free,referral,3.1
387,2024-03-09,free,organic,3.0
388,2024-03-30,free,organic,3.1
389,2024-02-03,free,paid,3.2
390,2024-01-30,free,organic,3.2
391,2024-04-04,free,paid,3.2
392,2024-01-14,plus,referral,3.0
393,2024-06-06,free,paid,3.1
394,2024-04-11,pro,referral,3.1
395,2024-02-12,plus,paid,3.0
396,2024-04-01,plus,paid,3.2
397,2024-04-11,pro,referral,3.1
398,2024-03-11,plus,organic,3.1
399,2024-06-14,plus,organic,3.1
400,2024-04-13,free,paid,3.1
401,2024-01-03,free,referral,3.2
402,2024-05-29,free,organic,3.2
403,2024-01-05,pro,referral,3.1
404,2024-04-26,free,organic,3.2
405,2024-07-10,free,organic,3.2
406,2024-06-16,free,organic,3.1
407,2024-07-04,pro,paid,3.2
408,2024-04-08,plus,paid,3.0
409,2024-06-12,pro,paid,3.1
410,2024-06-27,free,paid,3.0
411,2024-01-29,free,referral,3.1
412,2024-01-27,plus,paid,3.1
413,2024-06-16,plus,referral,3.0
414,2024-04-26,plus,paid,3.2
415,2024-06-14,free,referral,3.1
416,2024-02-17,plus,referral,3.1
417,2024-01-10,plus,organic,3.1
418,2024-06-15,free,referral,3.1
419,2024-05-24,pro,organic,3.0
420,2024-02-11,free,paid,3.0
421,2024-01-03,free,referral,3.0
422,2024-01-04,pro,organic,3.1
423,2024-07-18,free,organic,3.1
424,2024-03-29,free,organic,3.2
425,2024-05-09,plus,paid,3.1
426,2024-04-16,free,referral,3.2
427,2024-06-15,pro,referral,3.1
428,2024-03-21,free,organic,3.1
429,2024-07-03,plus,referral,3.1
430,2024-03-31,plus,referral,3.1
431,2024-06-27,plus,referral,3.0
432,2024-05-25,pro,paid,3.2
433,2024-04-17,pro,paid,3.1
434,2024-01-25,free,paid,3.1
435,2024-05-02,free,paid,3.1
436,2024-03-14,free,organic,3.2
437,2024-06-12,free,organic,3.0
438,2024-05-21,pro,referral,3.0
439,2024-02-02,plus,referral,3.2
440,2024-04-02,free,paid,3.2
441,2024-02-06,plus,organic,3.2
442,2024-07-13,pro,organic,3.1
443,2024-01-08,pro,organic,3.2
444,2024-03-19,free,organic,3.2
445,2024-01-19,free,referral,3.2
446,2024-04-30,pro,paid,3.0
447,2024-05-31,plus,referral,3.1
448,2024-02-10,free,paid,3.1
449,2024-02-07,pro,paid,3.1
450,2024-01-10,free,paid,3.1
451,2024-05-17,free,referral,3.1
452,2024-06-01,free,paid,3.1
453,2024-02-29,free,paid,3.2
454,2024-01-25,free,paid,3.1
455,2024-06-03,pro,organic,3.0
456,2024-02-06,plus,referral,3.1
457,2024-03-24,plus,paid,3.1
458,2024-01-28,plus,referral,3.2
459,2024-03-04,plus,referral,3.0
460,2024-03-17,plus,referral,3.2
461,2024-01-25,pro,organic,3.0
462,2024-01-18,plus,organic,3.2
463,2024-04-04,free,referral,3.1
464,2024-01-28,free,organic,3.0
465,2024-01-20,free,referral,3.0
466,2024-01-20,plus,organic,3.0
467,2024-05-31,free,referral,3.1
468,2024-01-18,plus,referral,3.0
469,2024-01-27,free,organic,3.0
470,2024-05-04,free,paid,3.1
471,2024-02-02,pro,organic,3.2
472,2024-04-08,free,referral,3.1
473,2024-02-03,pro,referral,3.1
474,2024-04-07,pro,paid,3.2
475,2024-07-01,free,organic,3.1
476,2024-05-25,plus,organic,3.2
477,2024-01-31,plus,referral,3.1
478,2024-02-29,pro,paid,3.1
479,2024-07-03,plus,referral,3.2
480,2024-01-08,free,referral,3.0
481,2024-01-03,plus,organic,3.0
482,2024-06-09,free,paid,3.2
483,2024-01-29,pro,referral,3.0
484,2024-02-09,plus,organic,3.1
485,2024-06-25,plus,paid,3.1
486,2024-07-05,pro,referral,3.0
487,2024-05-04,free,referral,3.0
488,2024-05-02,free,organic,3.1
489,2024-03-09,free,paid,3.0
490,2024-04-18,pro,referral,3.0
491,2024-01-12,free,organic,3.2
492,2024-02-19,pro,organic,3.2
493,2024-04-12,plus,paid,3.1
494,2024-07-19,pro,paid,3.1
495,2024-04-03,free,paid,3.0
496,2024-03-13,plus,organic,3.1
497,2024-07-16,free,referral,3.1
498,2024-05-14,free,paid,3.2
499,2024-01-25,free,paid,3.2
500,2024-02-09,free,referral,3.1
501,2024-02-15,free,referral,3.1
502,2024-04-20,plus,organic,3.1
503,2024-05-03,pro,paid,3.1
504,2024-05-06,free,organic,3.0
505,2024-05-23,free,paid,3.0
506,2024-04-28,pro,paid,3.1
507,2024-04-08,free,organic,3.1
508,2024-03-03,pro,organic,3.2
509,2024-03-18,free,paid,3.0
510,2024-05-09,plus,organic,3.1
511,2024-06-30,free,referral,3.0
512,2024-04-29,free,referral,3.1
513,2024-05-01,free,organic,3.0
514,2024-04-29,pro,paid,3.1
515,2024-04-29,plus,paid,3.1
516,2024-01-17,plus,referral,3.0
517,2024-07-06,free,organic,3.1
518,2024-05-15,free,referral,3.1
519,2024-01-05,free,organic,3.0
520,2024-03-01,plus,referral,3.0
521,2024-05-17,pro,paid,3.0
522,2024-05-09,free,paid,3.0
523,2024-03-11,plus,organic,3.1
524,2024-02-29,free,paid,3.1
525,2024-07-15,plus,organic,3.1
526,2024-03-30,plus,organic,3.1
527,2024-04-10,free,referral,3.0
528,2024-07-11,plus,paid,3.1
529,2024-07-17,free,organic,3.1
530,2024-02-15,free,paid,3.1
531,2024-06-10,pro,organic,3.0
532,2024-02-03,plus,organic,3.1
533,2024-04-02,pro,organic,3.1
534,2024-01-29,free,referral,3.0
535,2024-07-06,free,paid,3.1
536,2024-06-06,plus,referral,3.1
537,2024-05-01,free,paid,3.2
538,2024-06-01,free,organic,3.1
539,2024-04-19,free,paid,3.2
540,2024-02-26,free,paid,3.0
541,2024-05-07,free,referral,3.1
542,2024-06-10,plus,organic,3.1
543,2024-06-14,free,referral,3.0
544,2024-04-12,pro,paid,3.2
545,2024-05-29,plus,organic,3.1
546,2024-04-12,free,organic,3.2
547,2024-04-25,pro,paid,3.0
548,2024-05-10,pro,paid,3.0
549,2024-01-23,free,organic,3.1
550,2024-01-09,plus,referral,3.0
551,2024-01-08,free,organic,3.0
552,2024-03-19,plus,organic,3.1
553,2024-01-12,pro,organic,3.1
554,2024-07-13,free,referral,3.1
555,2024-05-02,free,paid,3.1
556,2024-02-20,plus,paid,3.0
557,2024-01-30,free,referral,3.0
558,2024-07-14,plus,paid,3.1
559,2024-04-24,plus,organic,3.1
560,2024-06-09,plus,organic,3.2
561,2024-01-18,plus,organic,3.2
562,2024-02-07,free,organic,3.2
563,2024-03-25,free,organic,3.1
564,2024-03-21,free,referral,3.0
565,2024-04-04,free,paid,3.1
566,2024-02-27,free,paid,3.0
567,2024-07-04,free,paid,3.1
568,2024-01-26,free,paid,3.2
569,2024-01-15,free,organic,3.1
570,2024-01-29,pro,organic,3.1
571,2024-01-04,free,organic,3.0
572,2024-01-02,free,referral,3.1
573,2024-07-02,plus,paid,3.0
574,2024-06-03,free,referral,3.1
575,2024-02-21,plus,organic,3.1
576,2024-07-18,free,paid,3.1
577,2024-06-17,free,referral,3.1
578,2024-02-12,plus,referral,3.1
579,2024-01-08,plus,organic,3.2
580,2024-06-08,plus,referral,3.2
581,2024-03-09,plus,paid,3.1
582,2024-03-12,free,referral,3.2
583,2024-04-25,plus,referral,3.0
584,2024-06-30,pro,paid,3.1
585,2024-02-12,pro,referral,3.1
586,2024-04-03,pro,organic,3.0
587,2024-03-27,pro,paid,3.2
588,2024-06-19,free,referral,3.0
589,2024-02-11,free,paid,3.0
590,2024-07-11,free,referral,3.1
591,2024-02-08,free,referral,3.1
592,2024-03-07,plus,organic,3.0
593,2024-06-11,plus,paid,3.2
594,2024-01-06,pro,paid,3.2
595,2024-05-20,free,organic,3.1
596,2024-03-19,plus,paid,3.2
597,2024-03-11,pro,referral,3.1
598,2024-04-08,plus,organic,3.0
599,2024-04-18,free,paid,3.0
600,2024-07-08,free,referral,3.1
601,2024-01-08,pro,referral,3.1
602,2024-07-06,pro,organic,3.0
603,2024-06-08,free,referral,3.1
604,2024-06-15,free,organic,3.1
605,2024-05-24,plus,referral,3.1
606,2024-02-22,free,paid,3.2
607,2024-04-09,pro,organic,3.1
608,2024-07-03,free,organic,3.0
609,2024-06-19,plus,organic,3.1
610,2024-01-28,plus,referral,3.1
611,2024-02-09,free,organic,3.1
612,2024-02-21,pro,paid,3.1
613,2024-05-13,free,referral,3.0
614,2024-05-06,pro,referral,3.1
615,2024-01-19,free,organic,3.1
616,2024-05-26,pro,paid,3.0
617,2024-01-10,free,organic,3.0
618,2024-06-13,pro,paid,3.0
619,2024-06-25,free,referral,3.1
620,2024-06-23,plus,paid,3.2
621,2024-07-02,free,referral,3.0
622,2024-05-25,plus,organic,3.0
623,2024-07-14,free,referral,3.1
624,2024-05-02,plus,referral,3.1
625,2024-03-16,plus,paid,3.0
626,2024-06-10,free,organic,3.2
627,2024-03-29,free,paid,3.1
628,2024-02-06,free,organic,3.0
629,2024-01-13,free,organic,3.1
630,2024-05-08,free,referral,3.2
631,2024-04-16,free,organic,3.1
632,2024-03-03,pro,organic,3.1
633,2024-06-14,pro,paid,3.1
634,2024-03-18,free,organic,3.1
635,2024-01-14,plus,referral,3.1
636,2024-03-07,pro,referral,3.1
637,2024-07-15,free,referral,3.1
638,2024-06-07,free,paid,3.2
639,2024-02-21,pro,referral,3.1
640,2024-06-13,free,paid,3.1
641,2024-01-02,plus,paid,3.1
642,2024-06-08,pro,paid,3.0
643,2024-02-20,free,referral,3.1
644,2024-02-29,pro,paid,3.2
645,2024-03-25,free,referral,3.1
646,2024-04-22,free,paid,3.1
647,2024-02-24,plus,paid,3.1
648,2024-04-08,free,referral,3.0
649,2024-01-05,free,referral,3.0
650,2024-02-23,pro,paid,3.2
651,2024-04-05,free,referral,3.1
652,2024-05-11,free,referral,3.1
653,2024-06-09,pro,organic,3.2
654,2024-04-12,free,organic,3.1
655,2024-01-30,plus,paid,3.1
656,2024-07-11,free,paid,3.1
657,2024-05-10,pro,referral,3.1
658,2024-04-11,free,referral,3.1
659,2024-07-07,pro,paid,3.1
660,2024-07-06,pro,organic,3.1
661,2024-03-26,plus,paid,3.1
662,2024-01-11,pro,referral,3.1
663,2024-03-15,pro,organic,3.1
664,2024-04-04,free,paid,3.1
665,2024-04-27,free,referral,3.2
666,2024-06-04,free,referral,3.0
667,2024-03-07,plus,referral,3.0
668,2024-07-16,plus,paid,3.1
669,2024-03-04,plus,organic,3.2
670,2024-02-06,free,referral,3.0
671,2024-05-28,plus,paid,3.1
672,2024-07-18,free,paid,3.2
673,2024-03-09,free,paid,3.1
674,2024-05-17,free,referral,3.1
675,2024-03-28,free,referral,3.1
676,2024-06-22,plus,organic,3.2
677,2024-07-06,free,paid,3.1
678,2024-02-28,free,organic,3.1
679,2024-01-16,free,paid,3.0
680,2024-02-24,free,organic,3.0
681,2024-03-05,free,organic,3.1
682,2024-07-02,free,organic,3.1
683,2024-03-14,pro,paid,3.1
684,2024-01-10,pro,organic,3.1
685,2024-03-03,free,referral,3.1
686,2024-06-18,free,referral,3.2
687,2024-01-14,plus,organic,3.1
688,2024-05-14,free,organic,3.1
689,2024-01-20,pro,organic,3.1
690,2024-01-24,plus,paid,3.2
691,2024-05-10,plus,paid,3.1
692,2024-05-21,free,organic,3.1
693,2024-02-03,free,paid,3.1
694,2024-02-08,plus,paid,3.1
695,2024-07-05,plus,organic,3.1
696,2024-05-08,plus,referral,3.1
697,2024-02-11,pro,paid,3.2
698,2024-03-05,free,paid,3.1
699,2024-06-16,plus,paid,3.1
700,2024-04-20,pro,paid,3.2
701,2024-06-08,pro,paid,3.2
702,2024-02-15,free,referral,3.2
703,2024-05-07,pro,organic,3.2
704,2024-03-15,free,paid,3.1
705,2024-06-07,free,paid,3.1
706,2024-01-08,plus,referral,3.1
707,2024-02-16,pro,referral,3.1
708,2024-02-16,pro,organic,3.1
709,2024-02-03,plus,paid,3.1
710,2024-03-04,pro,referral,3.1
711,2024-05-02,free,referral,3.0
712,2024-05-01,free,paid,3.0
713,2024-01-12,free,paid,3.0
714,2024-04-24,pro,referral,3.0
715,2024-03-29,free,paid,3.2
716,2024-01-04,free,referral,3.1
717,2024-06-25,pro,referral,3.2
718,2024-06-05,free,organic,3.1
719,2024-04-28,free,paid,3.1
720,2024-01-21,pro,referral,3.1
721,2024-05-25,plus,organic,3.2
722,2024-07-19,free,organic,3.2
723,2024-03-23,plus,organic,3.0
724,2024-05-20,free,organic,3.0
725,2024-01-29,pro,paid,3.0
726,2024-03-06,plus,paid,3.0
727,2024-03-25,free,paid,3.1
728,2024-05-22,free,paid,3.1
729,2024-05-27,plus,organic,3.0
730,2024-02-28,plus,paid,3.0
731,2024-05-19,plus,paid,3.1
732,2024-06-15,free,referral,3.1
733,2024-06-07,plus,referral,3.1
734,2024-02-20,free,organic,3.2
735,2024-07-09,plus,organic,3.1
736,2024-07-02,plus,paid,3.0
737,2024-02-18,free,organic,3.0
738,2024-01-28,pro,referral,3.0
739,2024-03-01,free,paid,3.1
740,2024-06-16,plus,organic,3.0
741,2024-07-13,plus,organic,3.2
742,2024-05-10,plus,paid,3.2
743,2024-07-08,pro,organic,3.2
744,2024-02-04,free,referral,3.1
745,2024-01-18,plus,referral,3.0
746,2024-06-02,pro,referral,3.2
747,2024-06-27,pro,referral,3.0
748,2024-03-18,pro,organic,3.1
749,2024-04-19,plus,referral,3.1
750,2024-01-05,plus,organic,3.1
751,2024-01-08,plus,referral,3.0
752,2024-05-22,plus,referral,3.1
753,2024-06-14,plus,paid,3.1
754,2024-05-20,free,referral,3.0
755,2024-06-21,plus,paid,3.2
