user_id,date,type,amount
6,2024-08-24,withdraw,281
6,2024-09-05,bill,498
6,2024-09-10,transfer,777
6,2024-09-19,transfer,402
6,2024-09-29,bill,632
6,2024-10-10,topup,228
6,2024-10-13,withdraw,360
6,2024-10-25,topup,211
6,2024-10-29,bill,832
6,2024-11-07,withdraw,136
6,2024-11-19,transfer,868
6,2024-11-30,bill,553
6,2024-12-09,withdraw,248
6,2024-12-13,topup,333
6,2024-12-17,transfer,663
6,2024-12-28,topup,781
7,2024-05-23,bill,679
7,2024-06-04,topup,729
7,2024-06-07,withdraw,753
7,2024-06-17,transfer,634
7,2024-06-29,transfer,207
7,2024-07-11,bill,643
7,2024-07-15,withdraw,650
7,2024-07-27,transfer,856
7,2024-08-04,bill,734
7,2024-08-10,transfer,79
7,2024-08-16,withdraw,534
7,2024-08-19,bill,96
7,2024-08-26,topup,572
7,2024-09-02,bill,37
7,2024-09-05,bill,42
7,2024-09-14,bill,314
7,2024-09-25,bill,884
7,2024-09-28,bill,435
7,2024-10-04,bill,27
7,2024-10-07,topup,89
7,2024-10-10,withdraw,372
7,2024-10-14,transfer,548
7,2024-10-25,transfer,338
7,2024-11-03,topup,400
7,2024-11-08,withdraw,310
7,2024-11-13,transfer,172
7,2024-11-15,topup,258
7,2024-11-20,topup,404
7,2024-11-30,withdraw,113
7,2024-12-11,topup,25
7,2024-12-14,topup,292
7,2024-12-22,transfer,651
8,2024-02-03,bill,33
8,2024-02-08,transfer,444
8,2024-02-17,bill,301
8,2024-02-24,transfer,505
8,2024-03-01,topup,163
8,2024-03-05,withdraw,388
8,2024-03-15,transfer,762
8,2024-03-17,transfer,6
8,2024-03-19,topup,872
8,2024-03-25,withdraw,398
8,2024-03-28,topup,603
8,2024-04-01,topup,533
8,2024-04-13,withdraw,700
8,2024-04-23,topup,94
8,2024-05-04,transfer,863
8,2024-05-13,bill,797
8,2024-05-15,topup,318
8,2024-05-23,bill,612
8,2024-05-29,transfer,426
8,2024-06-07,bill,616
8,2024-06-16,transfer,13
8,2024-06-26,bill,557
8,2024-07-03,topup,459
8,2024-07-15,bill,675
8,2024-07-27,bill,136
8,2024-07-29,transfer,286
8,2024-08-07,transfer,687
8,2024-08-10,topup,123
8,2024-08-17,withdraw,896
8,2024-08-22,withdraw,800
8,2024-08-31,transfer,132
8,2024-09-06,withdraw,361
8,2024-09-10,bill,826
8,2024-09-22,topup,732
8,2024-09-28,transfer,858
8,2024-10-05,transfer,268
8,2024-10-08,transfer,617
8,2024-10-15,withdraw,566
8,2024-10-26,transfer,28
8,2024-11-03,topup,607
8,2024-11-10,transfer,449
8,2024-11-19,withdraw,129
8,2024-11-29,bill,608
8,2024-12-03,transfer,621
8,2024-12-13,topup,635
8,2024-12-25,transfer,694
8,2024-12-27,transfer,513
9,2024-04-29,bill,207
9,2024-05-06,topup,68
9,2024-05-15,withdraw,768
9,2024-05-20,withdraw,229
9,2024-05-29,bill,144
9,2024-05-31,transfer,526
9,2024-06-11,withdraw,763
9,2024-06-21,topup,668
10,2024-03-22,bill,550
10,2024-03-29,withdraw,13
10,2024-04-05,bill,393
10,2024-04-12,bill,526
10,2024-04-22,transfer,312
10,2024-04-30,transfer,144
10,2024-05-08,transfer,66
10,2024-05-10,topup,894
10,2024-05-21,bill,671
10,2024-05-29,withdraw,195
10,2024-06-04,withdraw,557
10,2024-06-08,topup,627
10,2024-06-11,transfer,486
10,2024-06-16,transfer,126
10,2024-06-24,transfer,43
10,2024-06-29,bill,380
10,2024-07-05,bill,851
10,2024-07-09,topup,271
10,2024-07-18,topup,415
10,2024-07-26,bill,366
10,2024-07-30,topup,523
10,2024-08-09,topup,259
10,2024-08-19,bill,322
10,2024-08-26,topup,516
10,2024-08-30,withdraw,143
10,2024-09-07,transfer,135
10,2024-09-13,bill,893
10,2024-09-25,transfer,195
10,2024-10-01,withdraw,478
10,2024-10-07,bill,252
10,2024-10-13,bill,510
10,2024-10-21,bill,877
10,2024-10-25,bill,688
10,2024-11-04,withdraw,305
10,2024-11-12,withdraw,891
10,2024-11-14,withdraw,182
10,2024-11-20,topup,214
10,2024-11-27,transfer,806
10,2024-12-03,withdraw,398
10,2024-12-09,transfer,829
10,2024-12-11,withdraw,891
10,2024-12-19,bill,655
10,2024-12-28,topup,875
10,2024-12-30,withdraw,47
11,2024-05-01,withdraw,466
11,2024-05-04,withdraw,622
11,2024-05-14,withdraw,528
11,2024-05-21,bill,636
11,2024-05-31,transfer,30
11,2024-06-04,transfer,21
11,2024-06-15,bill,596
11,2024-06-21,bill,330
11,2024-06-28,transfer,440
11,2024-07-10,withdraw,209
11,2024-07-21,transfer,597
11,2024-07-29,topup,61
11,2024-08-03,transfer,830
11,2024-08-15,withdraw,190
11,2024-08-23,withdraw,739
11,2024-08-29,topup,410
11,2024-09-08,withdraw,857
11,2024-09-19,bill,782
11,2024-09-23,topup,20
11,2024-09-26,withdraw,55
11,2024-10-07,bill,121
11,2024-10-11,withdraw,780
11,2024-10-18,topup,608
11,2024-10-24,topup,326
11,2024-10-27,bill,502
11,2024-11-05,transfer,50
11,2024-11-09,topup,122
11,2024-11-11,bill,619
11,2024-11-20,topup,683
11,2024-11-29,topup,573
11,2024-12-06,topup,180
11,2024-12-08,topup,24
11,2024-12-13,withdraw,165
11,2024-12-17,topup,280
11,2024-12-24,withdraw,680
11,2024-12-26,withdraw,109
12,2024-07-06,withdraw,565
12,2024-07-09,withdraw,803
12,2024-07-17,bill,433
12,2024-07-25,topup,677
12,2024-07-27,bill,550
12,2024-07-30,bill,583
12,2024-08-06,transfer,374
12,2024-08-17,transfer,740
12,2024-08-28,topup,625
12,2024-09-08,bill,61
12,2024-09-19,transfer,327
12,2024-09-26,transfer,778
12,2024-10-07,withdraw,210
12,2024-10-13,topup,237
12,2024-10-19,bill,302
12,2024-10-27,withdraw,750
12,2024-11-04,topup,392
12,2024-11-14,transfer,537
12,2024-11-20,transfer,323
12,2024-11-26,withdraw,139
12,2024-12-05,withdraw,867
12,2024-12-10,topup,409
12,2024-12-17,topup,576
12,2024-12-22,transfer,334
12,2024-12-27,transfer,595
13,2024-07-04,transfer,775
13,2024-07-09,transfer,524
13,2024-07-14,withdraw,740
13,2024-07-18,topup,119
13,2024-07-29,topup,79
13,2024-07-31,bill,655
13,2024-08-02,topup,377
13,2024-08-04,topup,352
13,2024-08-08,bill,556
13,2024-08-12,withdraw,668
13,2024-08-19,topup,105
13,2024-08-25,topup,429
13,2024-09-04,withdraw,235
13,2024-09-13,bill,401
13,2024-09-25,transfer,684
13,2024-09-28,withdraw,465
13,2024-10-02,bill,173
13,2024-10-05,transfer,393
13,2024-10-14,transfer,700
13,2024-10-16,topup,181
13,2024-10-28,bill,398
13,2024-11-07,withdraw,431
13,2024-11-12,transfer,542
13,2024-11-15,transfer,373
13,2024-11-24,bill,552
13,2024-12-02,topup,330
13,2024-12-14,transfer,695
13,2024-12-20,withdraw,648
14,2024-06-11,withdraw,41
14,2024-06-13,bill,492
14,2024-06-23,withdraw,29
14,2024-06-27,bill,14
14,2024-07-09,transfer,7
14,2024-07-15,transfer,613
14,2024-07-26,transfer,656
14,2024-07-31,bill,147
14,2024-08-10,bill,475
14,2024-08-21,withdraw,642
14,2024-08-30,topup,149
14,2024-09-04,transfer,643
14,2024-09-06,bill,773
14,2024-09-13,bill,653
14,2024-09-17,withdraw,474
14,2024-09-25,bill,508
14,2024-10-06,withdraw,160
14,2024-10-16,withdraw,243
14,2024-10-24,bill,128
14,2024-10-27,topup,288
14,2024-11-02,topup,316
14,2024-11-11,transfer,620
14,2024-11-17,topup,14
14,2024-11-29,withdraw,584
14,2024-12-03,transfer,678
14,2024-12-08,topup,380
14,2024-12-16,withdraw,873
14,2024-12-19,bill,226
14,2024-12-28,topup,216
15,2024-03-24,withdraw,109
15,2024-03-29,transfer,635
15,2024-04-09,transfer,278
15,2024-04-17,bill,186
15,2024-04-27,bill,298
15,2024-04-30,withdraw,602
15,2024-05-09,topup,629
15,2024-05-20,transfer,801
15,2024-05-27,withdraw,290
15,2024-05-30,bill,573
15,2024-06-08,transfer,23
15,2024-06-15,transfer,387
15,2024-06-27,withdraw,184
15,2024-06-29,transfer,368
15,2024-07-04,bill,339
15,2024-07-06,bill,19
15,2024-07-14,withdraw,360
15,2024-07-22,transfer,663
15,2024-07-29,bill,105
15,2024-08-03,transfer,643
15,2024-08-14,transfer,392
15,2024-08-24,transfer,855
15,2024-08-31,topup,696
15,2024-09-08,topup,544
15,2024-09-18,transfer,512
15,2024-09-22,bill,230
15,2024-10-03,topup,593
15,2024-10-12,withdraw,522
15,2024-10-20,transfer,874
15,2024-10-29,withdraw,742
15,2024-11-04,transfer,350
15,2024-11-09,bill,834
15,2024-11-16,topup,316
15,2024-11-24,withdraw,88
15,2024-11-29,topup,859
15,2024-12-03,withdraw,215
15,2024-12-08,topup,176
15,2024-12-11,withdraw,697
15,2024-12-17,bill,89
15,2024-12-19,bill,312
15,2024-12-28,transfer,77
16,2024-05-16,bill,171
16,2024-05-24,withdraw,705
16,2024-05-26,topup,534
16,2024-05-28,bill,622
16,2024-06-07,topup,843
16,2024-06-10,bill,352
16,2024-06-21,bill,479
16,2024-06-27,bill,766
16,2024-06-29,transfer,52
16,2024-07-04,bill,643
16,2024-07-07,topup,58
16,2024-07-12,transfer,636
16,2024-07-18,withdraw,205
16,2024-07-25,withdraw,405
16,2024-07-28,topup,878
16,2024-08-05,topup,332
16,2024-08-16,topup,430
16,2024-08-20,bill,775
16,2024-09-01,topup,100
16,2024-09-06,topup,66
16,2024-09-09,withdraw,475
16,2024-09-17,withdraw,408
16,2024-09-26,topup,640
16,2024-10-02,topup,243
16,2024-10-11,withdraw,93
16,2024-10-20,bill,530
16,2024-10-25,topup,679
16,2024-10-31,transfer,204
16,2024-11-07,bill,125
16,2024-11-18,transfer,447
16,2024-11-23,topup,590
16,2024-11-27,bill,549
16,2024-12-07,bill,57
16,2024-12-18,bill,189
16,2024-12-27,transfer,229
17,2024-03-11,withdraw,666
17,2024-03-23,bill,35
17,2024-03-25,topup,189
17,2024-03-27,transfer,664
17,2024-04-01,transfer,380
17,2024-04-04,topup,29
17,2024-04-16,bill,481
17,2024-04-25,transfer,487
17,2024-04-30,transfer,392
17,2024-05-05,bill,822
17,2024-05-09,topup,284
17,2024-05-13,topup,845
17,2024-05-18,bill,228
17,2024-05-30,bill,164
17,2024-06-10,withdraw,134
17,2024-06-18,topup,108
17,2024-06-21,withdraw,100
17,2024-06-28,withdraw,834
17,2024-07-09,bill,545
17,2024-07-20,bill,38
17,2024-07-29,bill,360
17,2024-08-09,transfer,56
17,2024-08-11,topup,45
17,2024-08-19,topup,192
17,2024-08-26,topup,555
17,2024-08-29,transfer,390
17,2024-09-05,withdraw,743
17,2024-09-14,withdraw,540
17,2024-09-21,topup,117
17,2024-10-01,bill,187
17,2024-10-09,withdraw,745
17,2024-10-12,withdraw,88
17,2024-10-17,transfer,304
17,2024-10-29,transfer,792
17,2024-11-07,withdraw,467
17,2024-11-19,transfer,111
17,2024-11-24,transfer,22
17,2024-11-29,withdraw,680
17,2024-12-10,withdraw,808
17,2024-12-19,transfer,217
17,2024-12-27,bill,811
18,2024-06-22,withdraw,861
18,2024-07-03,transfer,407
18,2024-07-15,withdraw,38
18,2024-07-25,bill,486
18,2024-08-03,transfer,687
18,2024-08-07,topup,161
18,2024-08-09,bill,289
18,2024-08-20,topup,337
18,2024-08-22,topup,438
18,2024-08-29,withdraw,609
18,2024-09-08,transfer,394
18,2024-09-20,topup,399
18,2024-09-24,transfer,105
18,2024-09-29,bill,491
18,2024-10-11,transfer,332
18,2024-10-16,bill,211
18,2024-10-23,withdraw,172
18,2024-10-30,topup,384
18,2024-11-02,bill,96
18,2024-11-07,transfer,26
18,2024-11-10,transfer,36
18,2024-11-17,transfer,884
18,2024-11-28,bill,464
18,2024-12-07,bill,779
18,2024-12-18,topup,708
18,2024-12-20,topup,682
18,2024-12-25,transfer,864
18,2024-12-30,transfer,214
19,2024-03-05,bill,201
19,2024-03-08,topup,259
19,2024-03-11,withdraw,282
19,2024-03-22,transfer,126
19,2024-04-01,bill,396
19,2024-04-09,withdraw,20
19,2024-04-11,bill,44
19,2024-04-14,transfer,780
19,2024-04-18,bill,70
19,2024-04-21,topup,806
19,2024-04-27,bill,460
19,2024-05-04,withdraw,553
19,2024-05-14,transfer,217
19,2024-05-21,topup,135
19,2024-05-26,withdraw,282
19,2024-05-30,bill,838
19,2024-06-08,withdraw,845
19,2024-06-10,topup,738
19,2024-06-18,topup,818
19,2024-06-24,topup,396
19,2024-06-27,withdraw,224
19,2024-07-02,bill,262
19,2024-07-10,withdraw,408
19,2024-07-20,bill,164
19,2024-07-22,transfer,45
19,2024-08-02,transfer,122
19,2024-08-06,transfer,866
19,2024-08-15,topup,531
19,2024-08-18,topup,216
19,2024-08-30,withdraw,379
19,2024-09-09,bill,796
19,2024-09-16,transfer,673
19,2024-09-27,bill,426
19,2024-10-06,transfer,644
19,2024-10-10,transfer,167
19,2024-10-17,transfer,746
19,2024-10-29,topup,736
19,2024-11-01,bill,310
19,2024-11-13,bill,468
19,2024-11-18,topup,842
19,2024-11-23,topup,840
19,2024-11-29,topup,627
19,2024-12-03,topup,191
19,2024-12-06,transfer,654
19,2024-12-11,topup,565
19,2024-12-18,withdraw,602
19,2024-12-27,withdraw,875
20,2024-01-15,bill,854
20,2024-01-18,withdraw,525
20,2024-01-29,topup,527
20,2024-02-10,bill,225
20,2024-02-20,bill,267
20,2024-02-28,withdraw,431
20,2024-03-07,topup,802
20,2024-03-18,bill,243
20,2024-03-28,transfer,231
20,2024-04-05,transfer,458
20,2024-04-12,transfer,150
20,2024-04-16,withdraw,53
20,2024-04-19,topup,139
20,2024-04-30,transfer,239
20,2024-05-04,withdraw,572
20,2024-05-12,topup,390
20,2024-05-24,topup,539
20,2024-05-28,withdraw,222
20,2024-05-30,transfer,641
20,2024-06-07,topup,388
20,2024-06-16,topup,308
20,2024-06-28,topup,228
20,2024-07-10,topup,239
20,2024-07-20,topup,39
20,2024-07-23,topup,343
20,2024-08-03,withdraw,383
20,2024-08-05,withdraw,892
20,2024-08-12,transfer,130
20,2024-08-20,withdraw,745
20,2024-08-30,bill,86
20,2024-09-07,transfer,478
20,2024-09-13,bill,395
20,2024-09-25,topup,232
20,2024-09-30,bill,772
20,2024-10-04,topup,84
20,2024-10-06,withdraw,381
20,2024-10-17,topup,446
20,2024-10-19,bill,531
20,2024-10-30,transfer,718
20,2024-11-05,withdraw,618
20,2024-11-10,withdraw,134
20,2024-11-14,topup,220
20,2024-11-22,transfer,56
20,2024-12-01,topup,108
20,2024-12-08,bill,253
20,2024-12-12,transfer,615
20,2024-12-24,topup,518
21,2024-07-07,withdraw,293
21,2024-07-17,transfer,359
21,2024-07-24,withdraw,547
21,2024-07-28,withdraw,527
21,2024-08-04,topup,341
21,2024-08-08,transfer,247
21,2024-08-18,bill,517
21,2024-08-28,topup,542
21,2024-09-08,topup,481
21,2024-09-10,bill,353
21,2024-09-12,withdraw,881
21,2024-09-21,bill,757
21,2024-09-26,transfer,483
21,2024-09-30,withdraw,421
21,2024-10-03,topup,30
21,2024-10-06,withdraw,336
21,2024-10-11,withdraw,757
21,2024-10-18,bill,676
21,2024-10-29,withdraw,265
21,2024-11-03,topup,95
21,2024-11-10,bill,339
21,2024-11-20,bill,302
21,2024-12-01,bill,147
21,2024-12-12,bill,72
21,2024-12-14,transfer,25
21,2024-12-16,topup,370
21,2024-12-23,transfer,440
21,2024-12-26,topup,98
21,2024-12-28,transfer,15
22,2024-03-08,withdraw,516
22,2024-03-14,bill,25
22,2024-03-16,bill,308
22,2024-03-26,topup,544
22,2024-04-01,topup,635
22,2024-04-06,transfer,850
22,2024-04-11,topup,184
22,2024-04-18,withdraw,835
22,2024-04-24,transfer,38
22,2024-05-03,bill,271
22,2024-05-13,bill,382
22,2024-05-25,topup,710
23,2024-06-01,bill,519
23,2024-06-05,bill,401
23,2024-06-13,topup,52
23,2024-06-25,topup,128
23,2024-07-04,topup,144
23,2024-07-13,transfer,430
23,2024-07-15,bill,758
23,2024-07-20,transfer,359
23,2024-07-29,topup,648
23,2024-08-07,bill,463
23,2024-08-17,withdraw,756
23,2024-08-28,topup,192
23,2024-08-30,bill,795
23,2024-09-01,transfer,126
23,2024-09-08,withdraw,858
23,2024-09-11,transfer,150
23,2024-09-16,topup,780
23,2024-09-22,topup,302
23,2024-09-28,withdraw,90
23,2024-10-09,withdraw,773
23,2024-10-15,transfer,32
23,2024-10-21,withdraw,638
23,2024-11-02,topup,463
23,2024-11-05,withdraw,491
23,2024-11-14,transfer,173
23,2024-11-16,bill,481
23,2024-11-26,transfer,717
23,2024-12-05,bill,658
23,2024-12-11,bill,336
23,2024-12-23,withdraw,10
23,2024-12-29,withdraw,437
24,2024-02-06,withdraw,683
24,2024-02-13,transfer,756
24,2024-02-20,topup,638
24,2024-02-24,topup,620
24,2024-02-26,topup,610
24,2024-02-29,transfer,767
24,2024-03-03,topup,120
24,2024-03-14,bill,892
24,2024-03-18,transfer,687
24,2024-03-21,topup,120
24,2024-03-31,transfer,518
24,2024-04-06,transfer,13
24,2024-04-14,withdraw,822
24,2024-04-22,topup,457
24,2024-04-24,transfer,324
24,2024-05-06,topup,725
24,2024-05-13,bill,106
24,2024-05-21,withdraw,505
24,2024-05-30,topup,757
24,2024-06-04,transfer,592
24,2024-06-13,bill,10
24,2024-06-21,topup,855
24,2024-06-26,withdraw,704
24,2024-07-07,transfer,495
24,2024-07-10,bill,361
24,2024-07-13,topup,302
24,2024-07-17,withdraw,577
24,2024-07-27,bill,649
24,2024-08-06,bill,51
24,2024-08-11,bill,367
24,2024-08-13,transfer,286
24,2024-08-15,withdraw,428
24,2024-08-22,bill,333
24,2024-08-25,topup,807
24,2024-09-06,transfer,58
24,2024-09-09,topup,592
24,2024-09-21,topup,743
24,2024-10-01,withdraw,466
24,2024-10-03,topup,487
24,2024-10-10,topup,433
24,2024-10-19,topup,265
24,2024-10-23,withdraw,178
24,2024-10-29,topup,253
24,2024-11-05,topup,555
24,2024-11-07,withdraw,493
24,2024-11-11,bill,124
24,2024-11-14,withdraw,886
24,2024-11-22,bill,652
24,2024-11-28,transfer,577
24,2024-12-08,bill,436
24,2024-12-11,topup,437
24,2024-12-22,topup,756
25,2024-01-29,withdraw,454
25,2024-02-03,bill,189
25,2024-02-13,transfer,186
25,2024-02-23,topup,78
25,2024-02-28,transfer,494
25,2024-03-02,bill,790
25,2024-03-05,bill,265
25,2024-03-17,transfer,652
25,2024-03-22,bill,46
25,2024-03-26,transfer,483
25,2024-04-06,withdraw,381
25,2024-04-10,withdraw,160
25,2024-04-13,bill,585
25,2024-04-20,topup,574
25,2024-04-22,transfer,785
25,2024-04-29,topup,891
25,2024-05-10,transfer,771
25,2024-05-22,withdraw,853
25,2024-06-01,topup,38
26,2024-07-14,topup,454
26,2024-07-21,bill,617
26,2024-07-29,transfer,195
26,2024-08-10,withdraw,534
26,2024-08-21,withdraw,699
26,2024-08-27,topup,462
26,2024-09-05,transfer,337
26,2024-09-07,withdraw,654
26,2024-09-10,bill,226
26,2024-09-20,withdraw,337
26,2024-09-25,bill,197
26,2024-10-06,transfer,187
26,2024-10-08,withdraw,408
26,2024-10-17,bill,60
26,2024-10-23,bill,447
26,2024-11-04,transfer,166
26,2024-11-12,bill,473
26,2024-11-14,transfer,319
26,2024-11-25,withdraw,179
26,2024-12-06,bill,205
26,2024-12-17,transfer,761
26,2024-12-29,bill,425
27,2024-01-25,bill,675
27,2024-02-01,withdraw,265
27,2024-02-13,withdraw,144
27,2024-02-15,bill,682
27,2024-02-26,topup,516
27,2024-03-02,topup,402
27,2024-03-12,withdraw,751
27,2024-03-18,topup,81
27,2024-03-21,transfer,26
27,2024-03-31,withdraw,861
27,2024-04-10,transfer,660
27,2024-04-20,bill,625
27,2024-04-24,transfer,205
27,2024-05-05,bill,431
27,2024-05-17,topup,608
27,2024-05-29,transfer,28
27,2024-06-04,bill,566
27,2024-06-07,transfer,227
27,2024-06-14,withdraw,459
27,2024-06-23,transfer,207
27,2024-07-03,withdraw,511
27,2024-07-10,bill,109
27,2024-07-19,transfer,417
27,2024-07-27,transfer,871
27,2024-07-31,transfer,54
27,2024-08-11,topup,79
27,2024-08-13,transfer,191
27,2024-08-20,withdraw,795
27,2024-08-31,bill,735
27,2024-09-07,bill,702
27,2024-09-18,withdraw,175
27,2024-09-26,bill,45
27,2024-10-02,withdraw,594
27,2024-10-12,withdraw,410
27,2024-10-22,bill,898
27,2024-10-26,bill,225
27,2024-10-30,topup,618
27,2024-11-03,bill,313
27,2024-11-08,withdraw,765
27,2024-11-15,withdraw,44
27,2024-11-20,topup,845
27,2024-11-29,withdraw,488
27,2024-12-08,withdraw,433
27,2024-12-12,bill,756
27,2024-12-24,bill,419
28,2024-03-23,bill,554
28,2024-03-28,withdraw,634
28,2024-04-02,topup,55
28,2024-04-05,withdraw,8
28,2024-04-11,transfer,7
28,2024-04-22,topup,498
28,2024-05-03,withdraw,876
28,2024-05-08,transfer,572
28,2024-05-10,topup,229
28,2024-05-19,bill,779
28,2024-05-26,transfer,278
28,2024-06-02,bill,302
28,2024-06-13,topup,327
28,2024-06-25,transfer,717
28,2024-07-01,topup,884
28,2024-07-12,bill,458
28,2024-07-20,topup,836
28,2024-07-26,topup,548
28,2024-07-29,topup,78
28,2024-08-09,topup,447
28,2024-08-13,bill,675
28,2024-08-25,bill,779
28,2024-08-27,topup,757
28,2024-09-07,topup,671
28,2024-09-18,topup,201
28,2024-09-21,transfer,305
28,2024-09-29,withdraw,575
28,2024-10-09,topup,424
28,2024-10-15,bill,896
28,2024-10-25,topup,418
28,2024-11-06,withdraw,31
28,2024-11-14,bill,690
28,2024-11-22,topup,487
28,2024-12-01,transfer,451
28,2024-12-13,bill,119
28,2024-12-19,transfer,394
28,2024-12-24,topup,456
29,2024-07-10,bill,420
29,2024-07-17,withdraw,9
29,2024-07-22,withdraw,505
29,2024-07-28,transfer,898
29,2024-08-01,transfer,263
29,2024-08-11,withdraw,464
29,2024-08-17,bill,464
29,2024-08-22,transfer,832
29,2024-08-31,transfer,877
29,2024-09-08,transfer,861
29,2024-09-13,withdraw,6
29,2024-09-16,transfer,656
29,2024-09-18,bill,568
29,2024-09-25,withdraw,682
29,2024-10-05,bill,173
29,2024-10-09,topup,573
29,2024-10-11,bill,682
29,2024-10-19,topup,93
29,2024-10-27,topup,773
29,2024-11-08,bill,776
29,2024-11-20,topup,173
29,2024-11-29,topup,541
29,2024-12-03,bill,769
29,2024-12-15,withdraw,210
29,2024-12-19,topup,239
29,2024-12-27,transfer,780
30,2024-04-20,topup,550
30,2024-05-01,withdraw,639
30,2024-05-05,bill,35
30,2024-05-17,withdraw,649
30,2024-05-27,bill,865
30,2024-05-31,bill,692
30,2024-06-04,bill,682
30,2024-06-13,withdraw,812
30,2024-06-17,bill,495
30,2024-06-25,topup,416
30,2024-07-01,bill,285
30,2024-07-05,transfer,534
30,2024-07-12,bill,762
30,2024-07-21,transfer,720
30,2024-07-27,bill,739
30,2024-08-02,topup,870
30,2024-08-14,withdraw,401
30,2024-08-18,bill,323
30,2024-08-20,withdraw,135
30,2024-08-28,withdraw,807
30,2024-09-05,topup,310
