order_id,date,seller_id,seller_tier,gmv,fee
234,2024-05-24,1798,standard,273.51,41.03
235,2024-03-19,1410,pro,55.54,6.66
236,2024-05-13,582,standard,163.4,24.51
237,2024-08-10,2174,standard,105.04,15.76
238,2024-08-23,170,pro,229.97,18.4
239,2024-05-11,1891,standard,49.42,7.41
240,2024-01-01,2194,plus,244.66,31.81
241,2024-05-08,301,standard,69.24,10.39
242,2024-06-01,255,plus,52.83,6.87
243,2024-10-07,2474,standard,81.87,12.28
244,2024-08-16,2577,standard,28.04,4.21
245,2024-06-18,1408,pro,38.73,3.1
246,2024-10-22,326,pro,327.68,26.21
247,2024-10-01,279,plus,24.55,3.19
248,2024-04-19,441,plus,23.25,3.02
249,2024-08-22,2388,pro,287.25,22.98
250,2024-06-13,1188,pro,58.84,4.71
251,2024-09-11,1959,plus,97.79,12.71
252,2024-09-10,1320,pro,142.01,11.36
253,2024-10-03,1019,standard,150.24,22.54
254,2024-01-20,578,standard,183.34,27.5
255,2024-03-05,2720,standard,89.04,13.36
256,2024-08-18,1325,standard,114.68,17.2
257,2024-04-10,1998,standard,70.72,10.61
258,2024-09-18,2143,standard,23.61,3.54
259,2024-09-21,1370,plus,156.15,20.3
260,2024-01-21,1442,pro,21.23,1.7
261,2024-01-22,1367,standard,386.9,58.04
262,2024-07-19,2113,standard,32.45,4.87
263,2024-03-30,1583,standard,33.25,4.99
264,2024-07-02,2354,pro,32.41,2.59
265,2024-02-18,1904,plus,49.55,6.44
266,2024-01-13,1520,standard,358.8,53.82
267,2024-10-13,1295,standard,58.76,8.81
268,2024-09-04,2526,standard,66.66,10
269,2024-06-02,1755,standard,44.45,6.67
270,2024-06-16,2580,pro,284.79,34.17
271,2024-07-08,2903,plus,24.22,3.15
272,2024-10-25,2029,plus,167.3,21.75
273,2024-03-09,1363,plus,38.43,5
274,2024-07-05,2590,pro,270.94,21.68
275,2024-05-15,2685,pro,37.11,2.97
276,2024-01-07,356,plus,65.38,8.5
277,2024-04-12,2494,pro,25.29,2.02
278,2024-06-29,2454,pro,342.33,27.39
279,2024-08-20,2626,pro,223.63,17.89
280,2024-08-13,1184,pro,155.83,12.47
281,2024-02-27,899,plus,54.04,7.03
282,2024-09-21,2697,pro,48.38,3.87
283,2024-05-01,1555,pro,43.52,3.48
284,2024-02-18,1852,standard,297.76,44.66
285,2024-01-08,1913,pro,84.62,10.15
286,2024-08-23,2576,pro,117.04,9.36
287,2024-08-01,1280,plus,32.6,4.24
288,2024-01-17,11,standard,22.73,3.41
289,2024-06-12,2037,standard,23.71,3.56
290,2024-07-08,645,standard,88.11,13.22
291,2024-06-07,1134,standard,35.93,5.39
292,2024-10-22,2693,plus,68.36,8.89
293,2024-05-04,301,pro,21.1,1.69
294,2024-03-30,1888,plus,71.24,9.26
295,2024-01-14,99,standard,130.17,19.53
296,2024-06-26,2783,standard,53.27,7.99
297,2024-01-12,1955,standard,99.59,14.94
298,2024-01-25,1276,standard,133.85,20.08
299,2024-01-08,2449,plus,399.28,51.91
300,2024-07-10,2627,standard,21.39,3.21
301,2024-01-23,1784,standard,43.14,6.47
302,2024-07-31,1354,pro,190.56,15.24
303,2024-10-22,2565,pro,192.26,15.38
304,2024-03-23,256,standard,25.25,3.79
305,2024-05-16,1091,pro,162.41,12.99
306,2024-08-24,2230,standard,30.72,4.61
307,2024-03-18,348,standard,115.24,17.29
308,2024-05-20,1471,pro,355.12,28.41
309,2024-10-17,2151,pro,38.01,3.04
310,2024-02-09,2061,plus,389.11,50.58
311,2024-02-03,410,pro,256.05,20.48
312,2024-06-15,1760,standard,28.3,4.25
313,2024-07-11,2677,standard,196.52,29.48
314,2024-07-03,1902,standard,68.55,10.28
315,2024-02-25,2955,standard,68.16,10.22
316,2024-04-09,2793,standard,21.93,3.29
317,2024-05-02,1602,plus,40.38,5.25
318,2024-06-15,524,pro,175.56,14.04
319,2024-01-14,1033,plus,24.15,3.14
320,2024-03-15,2976,plus,97.5,12.68
321,2024-10-01,1213,pro,355.78,28.46
322,2024-09-04,1574,standard,398.57,59.79
323,2024-07-09,2571,standard,125.42,18.81
324,2024-05-21,1289,pro,34.63,2.77
325,2024-04-17,447,standard,168.3,25.25
326,2024-02-09,2159,pro,20.45,1.64
327,2024-09-01,374,plus,40.32,5.24
328,2024-10-21,409,pro,127.13,10.17
329,2024-08-11,1881,standard,51.14,7.67
330,2024-02-22,1747,standard,64.22,9.63
331,2024-04-21,3,standard,343.21,51.48
332,2024-10-18,1840,plus,354.44,46.08
333,2024-01-02,1732,plus,83.36,10.84
334,2024-07-04,1959,plus,21.24,2.76
335,2024-02-07,209,standard,25.25,3.79
336,2024-02-12,1538,plus,293.16,38.11
337,2024-08-12,1893,standard,92.27,13.84
338,2024-02-04,1650,standard,23.92,3.59
339,2024-01-07,1340,standard,206.57,30.99
340,2024-08-15,1264,pro,58.04,4.64
341,2024-07-26,2814,standard,371.7,55.76
342,2024-09-01,1348,pro,21.79,1.74
343,2024-04-30,897,plus,112.68,14.65
344,2024-05-14,657,pro,22.04,1.76
345,2024-01-01,2779,standard,43.29,6.49
346,2024-01-07,1946,standard,256.53,38.48
347,2024-08-12,2160,plus,29.79,3.87
348,2024-02-29,1747,standard,33.44,5.02
349,2024-02-03,2861,standard,111.01,16.65
350,2024-01-26,1229,standard,209.37,31.41
351,2024-07-12,2553,pro,32.53,2.6
352,2024-01-07,1407,pro,129.66,10.37
353,2024-07-25,2613,pro,135.85,10.87
354,2024-06-01,1615,standard,143.76,21.56
355,2024-08-19,1176,standard,237.13,35.57
356,2024-02-29,1969,standard,24.29,3.64
357,2024-09-20,2295,plus,20.29,2.64
358,2024-10-19,1211,pro,26.97,2.16
359,2024-01-31,2666,standard,163.87,24.58
360,2024-01-25,1992,standard,101.7,15.26
361,2024-01-03,1170,standard,185.73,27.86
362,2024-08-24,1036,pro,44.88,3.59
363,2024-08-01,1322,standard,133.33,20
364,2024-10-05,1916,standard,327.18,49.08
365,2024-04-07,179,standard,65.06,9.76
366,2024-09-05,2038,pro,124.17,9.93
367,2024-08-20,2151,plus,214.79,27.92
368,2024-02-16,83,plus,158.19,20.56
369,2024-05-17,33,standard,36.9,5.53
370,2024-02-04,2246,standard,91.25,13.69
371,2024-08-06,1272,pro,82.57,6.61
372,2024-01-18,372,standard,23.95,3.59
373,2024-07-31,1528,pro,400.79,32.06
374,2024-06-05,2186,pro,261.39,20.91
375,2024-07-23,1837,standard,77.72,11.66
376,2024-09-19,2409,standard,104.15,15.62
377,2024-04-21,623,plus,50.45,6.56
378,2024-03-22,394,standard,36.14,5.42
379,2024-05-20,1400,standard,25.11,3.77
380,2024-07-05,112,pro,77.32,9.28
381,2024-07-11,1573,standard,68.17,10.23
382,2024-03-10,665,plus,143.39,18.64
383,2024-01-02,1399,standard,29.71,4.46
384,2024-04-07,37,plus,28.02,3.64
385,2024-09-02,180,pro,38.15,3.05
386,2024-02-10,2377,plus,201.81,26.24
387,2024-09-09,178,pro,210.68,16.85
388,2024-04-12,2770,pro,159.58,12.77
389,2024-09-27,944,pro,336.67,26.93
390,2024-03-22,1,standard,60.88,9.13
391,2024-10-27,719,standard,272.8,40.92
392,2024-10-19,2340,standard,195.29,29.29
393,2024-08-19,669,plus,36.18,4.7
394,2024-03-24,670,standard,153.23,22.98
395,2024-06-25,2006,pro,31.5,2.52
396,2024-07-07,2401,plus,393.7,51.18
397,2024-06-03,812,pro,315.63,37.88
398,2024-01-01,401,plus,263.05,34.2
399,2024-08-03,692,plus,21.15,2.75
400,2024-02-11,650,plus,110.03,14.3
401,2024-07-09,635,standard,20.69,3.1
402,2024-07-20,1337,standard,29.48,4.42
403,2024-07-26,490,pro,155.81,12.46
404,2024-01-19,1730,standard,46.22,6.93
405,2024-02-21,1947,standard,235.6,35.34
406,2024-08-21,116,standard,331.7,49.76
407,2024-06-22,465,pro,325.59,26.05
408,2024-01-10,2598,pro,39.71,3.18
409,2024-01-09,2985,standard,149.36,22.4
410,2024-05-03,1231,standard,358,53.7
411,2024-06-17,144,pro,90.49,10.86
412,2024-05-24,85,plus,58.58,7.62
413,2024-10-10,1732,standard,183.29,27.49
414,2024-10-22,1982,standard,379.86,56.98
415,2024-08-03,114,pro,260.23,20.82
416,2024-04-17,2147,standard,322.28,48.34
417,2024-10-11,2719,pro,147.61,11.81
418,2024-06-10,1387,standard,245.42,36.81
419,2024-01-22,1539,pro,168.13,13.45
420,2024-06-28,1024,standard,22.55,3.38
421,2024-04-01,1104,standard,23.21,3.48
422,2024-02-06,2157,standard,21.94,3.29
423,2024-02-18,2759,plus,177.82,23.12
424,2024-05-26,2307,plus,32.55,4.23
425,2024-02-20,2584,standard,51.52,7.73
426,2024-09-26,2595,plus,181.48,23.59
427,2024-04-23,891,plus,262.89,34.18
428,2024-03-04,641,plus,95.86,12.46
429,2024-05-30,430,standard,203.42,30.51
430,2024-10-15,33,standard,35.08,5.26
431,2024-09-05,1119,standard,118.21,17.73
432,2024-02-25,540,plus,38.42,4.99
433,2024-01-08,2683,plus,343.92,44.71
434,2024-01-22,1161,standard,208.05,31.21
435,2024-06-15,1076,standard,120.67,18.1
436,2024-10-18,1568,plus,119.58,15.55
437,2024-02-28,2333,plus,167.12,21.73
438,2024-08-11,2354,standard,55.51,8.33
439,2024-03-27,2501,standard,101.77,15.27
440,2024-09-26,2850,standard,106.44,15.97
441,2024-05-21,2,standard,59.58,8.94
442,2024-04-26,2866,pro,70.85,5.67
443,2024-01-21,1092,standard,23.31,3.5
444,2024-07-21,1659,standard,145.97,21.9
445,2024-05-08,442,pro,29.49,2.36
446,2024-05-23,500,plus,36.39,4.73
447,2024-05-09,2226,standard,41.23,6.18
448,2024-06-29,563,plus,35.97,4.68
449,2024-05-11,893,pro,218.07,17.45
450,2024-10-12,1098,standard,105.83,15.87
451,2024-01-09,2958,standard,86.3,12.94
452,2024-02-23,2361,standard,108.62,16.29
453,2024-10-05,2090,pro,172.1,13.77
454,2024-03-16,1980,standard,136.62,20.49
455,2024-09-08,1497,pro,211.88,16.95
456,2024-03-09,2795,standard,154.82,23.22
457,2024-06-12,1482,standard,402.05,60.31
458,2024-08-22,179,plus,314.95,40.94
459,2024-03-26,44,plus,36.68,4.77
460,2024-09-07,777,standard,39.4,5.91
461,2024-07-21,941,pro,151.9,12.15
462,2024-07-15,2091,standard,59.39,8.91
463,2024-01-14,700,plus,384.53,49.99
464,2024-07-14,1606,standard,298.42,44.76
465,2024-01-29,2020,standard,219.02,32.85
466,2024-10-25,2882,pro,24.15,1.93
467,2024-03-29,843,standard,90.88,13.63
468,2024-05-29,1416,standard,28.02,4.2
469,2024-09-06,1558,standard,33.42,5.01
470,2024-03-07,786,standard,264.57,39.69
471,2024-06-28,1147,pro,121.21,9.7
472,2024-03-01,1841,standard,154.43,23.16
473,2024-04-26,1168,standard,152.02,22.8
474,2024-01-10,1130,pro,81.81,6.54
475,2024-09-13,1182,standard,204.99,30.75
476,2024-02-01,2623,standard,87.8,13.17
477,2024-10-16,2915,standard,70.49,10.57
478,2024-10-23,1711,pro,159.41,12.75
479,2024-09-23,247,pro,37.75,3.02
480,2024-08-25,1659,pro,42.94,3.44
481,2024-04-12,225,standard,54.04,8.11
482,2024-10-24,2882,pro,58.56,4.68
483,2024-06-28,867,plus,116.58,15.16
484,2024-08-30,2707,plus,96.31,12.52
485,2024-06-14,831,pro,204.98,24.6
486,2024-01-10,2442,standard,31.03,4.65
487,2024-09-09,1129,pro,176.27,14.1
488,2024-06-19,1751,pro,71.68,5.73
489,2024-05-14,2287,standard,70.88,10.63
490,2024-10-16,2215,plus,42.17,5.48
491,2024-04-12,1768,plus,284.41,36.97
492,2024-07-15,1748,pro,364.74,29.18
493,2024-09-16,361,plus,78.51,10.21
494,2024-02-22,2902,plus,20.46,2.66
495,2024-05-02,691,plus,51.01,6.63
496,2024-02-17,1244,plus,79.55,10.34
497,2024-10-27,349,standard,27.7,4.15
498,2024-05-29,584,standard,115.81,17.37
499,2024-03-04,2341,standard,39.75,5.96
500,2024-09-22,2098,pro,338.14,27.05
501,2024-01-29,2105,plus,330.54,42.97
502,2024-07-15,1971,standard,316.63,47.49
503,2024-09-15,1091,standard,86.26,12.94
504,2024-05-14,1292,plus,117.97,15.34
505,2024-07-23,2339,standard,32.26,4.84
506,2024-01-22,1272,standard,69.75,10.46
507,2024-07-03,582,standard,27.38,4.11
508,2024-07-31,1565,pro,143.98,11.52
509,2024-09-13,1471,plus,54.39,7.07
510,2024-10-04,279,standard,257.41,38.61
511,2024-09-26,2673,plus,34,4.42
512,2024-10-07,1356,pro,40.52,3.24
513,2024-05-08,98,standard,126.34,18.95
514,2024-07-18,1033,plus,209.21,27.2
515,2024-10-24,2432,plus,47.64,6.19
516,2024-08-06,286,standard,20.83,3.12
517,2024-10-02,864,pro,59.18,7.1
518,2024-05-23,189,pro,108.48,13.02
519,2024-06-18,2335,plus,63.36,8.24
520,2024-07-10,171,pro,44.24,3.54
521,2024-07-06,2284,standard,20.92,3.14
522,2024-04-17,2915,standard,76.28,11.44
523,2024-05-01,2602,standard,46.95,7.04
524,2024-09-16,288,pro,33.54,2.68
525,2024-04-19,1818,pro,69.1,8.29
526,2024-08-16,2967,pro,20.85,1.67
527,2024-01-03,330,standard,53.29,7.99
528,2024-06-29,1399,standard,51.55,7.73
529,2024-06-28,2232,standard,35.84,5.38
530,2024-01-12,2271,standard,78.52,11.78
531,2024-10-07,853,pro,182.42,14.59
532,2024-09-18,736,standard,47.88,7.18
533,2024-10-14,1065,standard,182.52,27.38
534,2024-02-06,139,plus,65.61,8.53
535,2024-01-04,506,standard,37.5,5.63
536,2024-09-29,2972,pro,188.6,15.09
537,2024-05-14,730,plus,133,17.29
538,2024-02-06,2968,standard,21.41,3.21
539,2024-09-19,2698,plus,59.02,7.67
540,2024-05-04,868,standard,262.51,39.38
541,2024-09-17,2543,standard,266.15,39.92
542,2024-09-11,1039,plus,331.81,43.14
543,2024-04-16,986,plus,24.34,3.16
544,2024-03-30,122,plus,141.17,18.35
545,2024-02-15,2752,pro,179.36,14.35
546,2024-04-23,770,pro,359.75,28.78
547,2024-08-13,1553,pro,35.01,2.8
548,2024-07-27,1619,pro,23.21,2.79
549,2024-08-03,333,standard,135.3,20.3
550,2024-03-13,535,standard,295.92,44.39
551,2024-10-24,2280,pro,42.26,3.38
552,2024-04-10,2096,pro,44.88,3.59
553,2024-01-08,117,standard,84.63,12.69
554,2024-08-23,2912,standard,332.09,49.81
555,2024-02-18,2317,pro,78.72,6.3
556,2024-07-15,2931,standard,62.12,9.32
557,2024-10-03,1546,pro,22.68,1.81
558,2024-08-24,956,standard,355.61,53.34
559,2024-01-11,2839,standard,71.45,10.72
560,2024-02-06,2561,standard,80.73,12.11
561,2024-05-18,89,pro,302.5,24.2
562,2024-05-20,2872,standard,212.84,31.93
563,2024-05-05,2398,plus,33.91,4.41
564,2024-08-07,2749,pro,376.19,30.1
565,2024-04-08,2139,plus,53.96,7.01
566,2024-04-14,1193,standard,126.97,19.05
567,2024-06-19,49,standard,101.68,15.25
568,2024-07-01,2696,plus,58.36,7.59
569,2024-10-25,912,pro,90.79,7.26
570,2024-07-27,313,pro,156.78,12.54
571,2024-10-21,2169,standard,43.28,6.49
572,2024-02-25,713,standard,45.75,6.86
573,2024-03-09,2670,plus,113.2,14.72
574,2024-05-14,1000,standard,38.19,5.73
575,2024-03-10,2650,standard,372.67,55.9
576,2024-05-08,2971,standard,104.12,15.62
577,2024-07-25,1289,standard,49.36,7.4
578,2024-10-04,229,pro,31.58,2.53
579,2024-08-13,2866,standard,52.2,7.83
580,2024-10-22,523,pro,119.78,9.58
581,2024-06-28,994,plus,357.65,46.49
582,2024-07-03,2471,standard,49.55,7.43
583,2024-07-19,612,plus,138.55,18.01
584,2024-04-09,2615,standard,49.43,7.41
585,2024-08-31,1789,plus,211.19,27.45
586,2024-10-09,265,plus,254.36,33.07
587,2024-02-10,919,pro,59.4,4.75
588,2024-03-13,2004,pro,182.66,14.61
589,2024-08-04,891,pro,185.46,22.26
590,2024-08-19,2714,pro,75.04,6
591,2024-08-11,427,pro,20.82,1.67
592,2024-02-15,768,standard,85.73,12.86
593,2024-09-13,1202,pro,152.43,12.19
594,2024-01-05,2236,plus,76.92,10
595,2024-10-12,2728,standard,30.98,4.65
596,2024-03-13,853,standard,35.45,5.32
597,2024-01-26,635,standard,85.83,12.87
598,2024-07-28,1706,standard,59.45,8.92
599,2024-07-04,2860,standard,87.79,13.17
600,2024-04-15,2325,standard,36.52,5.48
601,2024-09-05,2821,standard,30.71,4.61
602,2024-02-22,2825,pro,20.66,1.65
603,2024-02-05,2869,standard,296.39,44.46
604,2024-10-26,2077,pro,48.8,5.86
605,2024-07-01,503,standard,108.64,16.3
606,2024-06-20,1340,pro,152.68,12.21
607,2024-06-21,1116,standard,92.79,13.92
608,2024-02-06,1464,standard,36.32,5.45
609,2024-09-27,669,pro,201.76,16.14
610,2024-05-24,2472,standard,200.16,30.02
611,2024-02-25,740,standard,211.72,31.76
612,2024-04-25,2111,standard,21.34,3.2
613,2024-02-17,2212,plus,385.94,50.17
614,2024-06-09,1654,pro,203.54,24.42
615,2024-08-06,2464,standard,35.04,5.26
616,2024-01-17,2864,pro,138.65,11.09
